ID,AttackingWorkRate,DefensiveWorkRate
253036,High,Medium
244308,Medium,Medium
247124,Medium,Medium
220245,Medium,Medium
224198,Medium,Medium
25798,Medium,Medium
115909,Medium,Low
240837,High,High
235717,Medium,Medium
214031,Low,High
223685,High,Medium
212933,High,High
138949,Medium,Medium
254660,High,Medium
234180,Medium,Low
230340,Medium,Medium
211908,Medium,Medium
190915,Medium,Medium
248003,Medium,High
160195,Medium,Medium
223686,Medium,Medium
230342,Medium,Medium
233045,High,Medium
232390,High,Medium
18122,Medium,Medium
200138,Low,Medium
182473,High,Medium
247497,Medium,Medium
242633,Medium,Medium
237257,High,High
198857,Low,Medium
237256,High,High
216520,Medium,High
176071,Medium,High
235719,High,Low
231111,Medium,Medium
229319,High,Medium
217287,Medium,Medium
236998,High,Medium
211907,Medium,High
201155,Medium,Low
253378,Medium,High
239810,High,High
209597,Medium,High
203965,High,Medium
186556,Medium,Low
241499,Medium,Low
230235,Medium,High
251994,High,Medium
213337,Medium,Medium
243032,Medium,Medium
219736,Medium,Medium
180823,Medium,High
206423,Medium,High
261206,Medium,Medium
240982,Medium,High
239446,Medium,Medium
208470,High,High
221629,Medium,Medium
224189,Medium,Medium
163261,Low,Medium
220609,Medium,Medium
232898,Medium,Low
224962,High,Medium
223426,Medium,High
259265,High,Low
192449,Medium,Low
233409,High,High
204737,Medium,Medium
211903,High,Medium
231360,Medium,Medium
231104,Medium,Medium
242879,Medium,Medium
230335,High,Medium
226495,High,Medium
214463,High,High
211559,Medium,Medium
202087,Low,High
243558,Medium,High
224146,High,Medium
199570,Medium,Medium
253073,Medium,High
244625,Medium,Medium
232081,High,Medium
225681,Medium,Medium
211857,High,Medium
208017,Medium,Medium
244112,Medium,Medium
235152,High,Medium
230800,Medium,Medium
222352,High,Medium
190607,High,Low
216463,High,Low
193422,High,Low
214158,Low,High
212626,High,Medium
225682,High,Medium
236696,High,Medium
207507,Medium,Medium
242069,Medium,Medium
235413,Medium,Medium
201877,High,Medium
255380,Medium,High
245396,Medium,Low
201876,High,Medium
199572,High,Medium
240787,High,Medium
239763,Medium,Low
231571,Medium,Low
230291,High,Low
229011,High,High
221587,High,Medium
237440,Medium,Medium
208019,Low,High
192397,Medium,Medium
235405,Medium,Medium
215181,High,Medium
229260,High,Low
203910,High,Medium
252293,High,High
190084,Medium,Medium
164484,Medium,Medium
239491,High,Low
230019,High,High
214659,Medium,Medium
212099,Medium,Medium
188802,Medium,High
230786,Medium,Medium
177537,High,Low
240257,High,Medium
169345,High,Medium
219777,Medium,High
143745,Medium,Medium
230278,Medium,Low
178566,Medium,Medium
223879,High,Medium
221323,Medium,Medium
204684,Medium,High
200588,Medium,High
200332,Medium,Medium
182411,High,Low
246667,Low,Medium
178571,Medium,Medium
3467,High,Medium
234376,High,Low
252042,Medium,Medium
171146,Medium,Medium
199562,Medium,High
234889,High,High
230281,Medium,Medium
202889,Medium,Medium
236695,Medium,Medium
184472,High,Medium
242534,High,High
199776,Medium,Medium
231007,Medium,Medium
236382,High,Medium
200798,Medium,Medium
234333,Medium,Low
233053,Medium,Medium
225629,Medium,Medium
220509,Medium,High
240988,Medium,Medium
239964,High,Medium
172198,Medium,Medium
232358,Medium,High
228518,Medium,High
228517,Medium,High
220837,High,Medium
211365,Medium,Medium
231263,Medium,Medium
188000,Medium,Medium
200857,Medium,Medium
226401,Medium,Low
260965,High,High
191333,High,Medium
246885,High,High
214373,Medium,Medium
211557,Medium,Medium
167524,Medium,High
213092,Low,High
205156,Medium,High
261987,High,Medium
242019,Medium,Medium
173155,High,Medium
194146,Low,Medium
176993,Medium,Low
237153,High,High
233057,High,Medium
209061,High,Medium
248484,Medium,High
245156,Medium,Medium
209828,Medium,Medium
220061,Medium,High
212381,High,Low
191388,Medium,Low
253340,Medium,Medium
251292,Medium,Medium
242075,High,High
213659,High,Medium
189338,Medium,Medium
238490,High,Medium
230298,High,Low
220826,Medium,High
220058,Medium,Medium
219546,Medium,High
237209,Low,High
203161,Medium,High
220829,Medium,Medium
233885,Medium,Medium
184477,Low,Medium
229537,Low,Medium
134820,Medium,High
216483,Medium,Medium
186274,Medium,Medium
229282,High,Medium
189857,High,Medium
255137,Medium,High
245152,High,Medium
230302,Medium,Medium
242335,High,Medium
234399,High,High
232607,Medium,Medium
205983,Medium,Medium
262815,High,Medium
191390,High,Medium
234698,High,High
239904,Low,Medium
241872,Low,High
220620,High,Medium
253912,High,Low
198617,Medium,High
195033,Medium,Medium
205530,Medium,Medium
216282,Medium,Medium
230362,Medium,Medium
239322,Medium,High
155355,High,Medium
234203,Medium,Medium
241115,Medium,Low
124635,Medium,Medium
202716,Medium,Medium
259036,High,Medium
196316,Medium,Medium
217565,Medium,Medium
217821,High,Medium
215262,Medium,Medium
222430,High,Low
234624,Medium,High
212608,High,Medium
251775,High,High
165247,Medium,Medium
220031,Medium,Medium
246398,Medium,Medium
110974,Medium,Medium
241278,Medium,Low
222590,High,Low
199550,Medium,Medium
188541,Medium,High
237784,High,Medium
208856,Medium,Medium
233943,Medium,Medium
216530,High,Low
244428,High,Medium
200653,Medium,High
203725,Medium,Medium
235981,High,Medium
190669,Medium,Medium
210126,Medium,Medium
219174,Medium,Medium
216270,High,High
189390,Medium,Medium
215247,High,Medium
235983,High,Low
246388,Low,Medium
182224,Medium,Medium
237522,Medium,Medium
230359,High,High
241362,Medium,Medium
212947,Medium,Medium
234195,High,Medium
190931,Low,High
210644,High,Medium
232148,High,Medium
226773,Medium,Medium
177621,Medium,Medium
184789,High,High
204246,Medium,Medium
258262,High,Low
263383,High,High
217047,Medium,Medium
244349,Medium,High
242045,Medium,Medium
220029,Medium,Medium
229496,High,Low
230516,Medium,Low
238196,High,Low
243828,High,Medium
240507,Medium,Medium
234875,Medium,Medium
223867,High,Medium
224378,Medium,Medium
223866,Medium,Medium
233849,Medium,Medium
230521,High,Low
218745,High,Medium
214393,Medium,Medium
230776,Medium,Medium
201335,High,Medium
195698,Medium,Medium
193910,Medium,High
255862,High,Low
179574,Medium,Low
232054,Medium,Medium
220534,Low,Medium
208502,Medium,Medium
142966,High,Low
207734,High,Medium
193909,Medium,Medium
243061,High,Medium
235125,Medium,High
216437,Medium,Medium
202101,High,Low
228980,Medium,Medium
192114,Low,High
215165,Medium,Medium
252961,Low,High
243580,High,Low
204412,Medium,Medium
215334,Medium,Medium
210214,Medium,Medium
225317,High,High
207653,High,Low
201509,Medium,Medium
223524,Medium,High
210468,Medium,High
181795,Medium,Medium
244259,High,High
214562,Medium,Medium
206626,Medium,High
211489,Medium,Medium
188274,High,Medium
202017,High,Medium
198177,Medium,Medium
241696,High,Low
208769,Medium,High
243055,High,Medium
207472,High,Medium
164464,Medium,Low
220529,Medium,High
230257,High,Medium
230513,Medium,Medium
183921,Medium,Medium
227186,Medium,Medium
252018,High,High
240332,High,Low
184436,Medium,Medium
189899,Medium,High
200715,Medium,Medium
238008,Low,High
199353,Medium,Medium
224442,Medium,Medium
235450,Medium,Medium
204731,High,High
233147,Medium,Medium
202940,Medium,Medium
230332,Medium,Medium
223498,High,Medium
241162,High,Medium
257290,Medium,Medium
192778,High,Medium
262411,High,High
163083,Medium,Medium
242359,Medium,Medium
232459,Medium,High
225995,High,Medium
183820,High,High
158221,High,High
229901,Medium,High
245261,Medium,Medium
189709,Medium,Medium
233230,Medium,Medium
244238,Medium,High
250797,Medium,Medium
230316,Medium,Medium
254891,Medium,High
242603,Medium,Medium
224440,Medium,Medium
216750,Medium,Medium
221367,High,Medium
185010,Medium,High
204215,High,Medium
202678,High,Medium
184501,High,Medium
240309,Medium,Medium
240053,Medium,Medium
221621,Low,High
238004,High,Medium
222644,High,Medium
210868,Medium,High
208564,High,Medium
233139,High,Medium
221875,Medium,High
148403,Medium,High
257713,Medium,Medium
241070,Medium,Medium
188337,Medium,Medium
247729,Medium,Low
244401,Medium,High
213937,Medium,Medium
212401,Medium,Medium
256688,High,High
204464,Medium,High
182959,Medium,Medium
228271,High,Low
217007,Medium,Medium
216751,High,Medium
214191,Medium,Medium
209839,Medium,Medium
230315,Medium,Medium
192938,High,Medium
242602,High,Medium
243497,High,Medium
203568,Medium,Low
176942,Medium,High
199982,Medium,Medium
244269,Medium,Medium
241197,Medium,Medium
219181,Medium,Medium
144429,Medium,Medium
185132,Medium,High
234028,Medium,Medium
219180,Medium,Medium
240683,Medium,High
234795,Medium,Medium
228650,Medium,Low
224041,Medium,Medium
213418,Medium,Low
177448,Low,Medium
258343,Medium,Medium
232230,Medium,High
229158,High,Medium
221990,Medium,Medium
220198,Medium,Medium
243402,Medium,Low
248266,Medium,Medium
256970,High,Low
198347,Medium,Medium
138699,Medium,High
210123,High,High
224459,High,Medium
234032,Medium,Medium
235824,Medium,High
198193,Medium,Medium
220209,Medium,Medium
212138,High,Medium
142762,High,High
227497,Medium,Medium
212137,High,Medium
238504,High,Low
202408,Medium,Medium
256167,High,Medium
189607,Medium,Medium
223143,High,Medium
239782,High,High
191032,High,Low
253240,High,Medium
186680,Medium,Medium
243000,High,Medium
139064,Low,High
196151,Medium,Medium
192567,Medium,High
244790,High,Medium
222262,Medium,Medium
230964,High,Medium
244787,High,High
240947,High,Medium
232755,High,Medium
230451,Medium,Medium
202035,High,Medium
220466,Medium,Medium
240689,High,Medium
220087,Medium,Medium
188421,High,High
230144,Medium,High
230400,Medium,Medium
246279,Medium,Medium
157703,Medium,High
219911,Medium,High
210951,Medium,Medium
201991,Medium,Medium
235782,Medium,Medium
233222,Medium,Low
185349,High,Medium
214021,Medium,Medium
243716,High,High
241412,High,Medium
233732,High,Medium
222724,High,Medium
190467,High,High
213763,Medium,High
251138,Medium,High
241410,Medium,Medium
226050,Medium,Medium
225282,Medium,Medium
215042,High,Medium
200962,Medium,Medium
238593,High,Medium
204289,Medium,Low
186130,Medium,Medium
214817,Medium,Medium
212519,Medium,Medium
260136,Medium,Medium
223790,Medium,Low
238637,Medium,Medium
246316,High,Low
243756,High,Medium
230444,Medium,Medium
144172,Medium,Medium
244523,Medium,Medium
106795,Medium,Medium
235563,High,Medium
230443,Medium,Medium
210219,Low,Low
202539,High,Medium
258090,High,High
189482,Medium,Medium
221994,High,Medium
204842,Medium,Medium
221737,High,Medium
214313,Medium,Medium
209449,High,Medium
230190,High,Medium
245550,Medium,Medium
251438,High,Medium
258608,High,Medium
230194,Low,Medium
200754,High,High
192561,High,Medium
246321,High,Low
243249,Medium,Medium
230193,High,Medium
217649,Medium,Medium
226060,High,Medium
252208,High,Medium
252974,High,Low
186672,Medium,Medium
244272,Medium,Medium
240944,High,Low
228144,Medium,Medium
211504,Medium,Medium
244271,Medium,High
225071,Medium,Medium
223791,Medium,Low
200489,Medium,Medium
233512,Medium,Medium
211239,Medium,Medium
203304,Medium,Low
244497,Medium,Medium
246033,Medium,Medium
184337,High,High
259345,High,Low
227602,High,Medium
230936,Medium,High
199960,High,Medium
236823,Medium,Medium
253718,High,Low
239894,High,High
214294,Medium,High
254229,High,Medium
241941,Medium,Medium
219413,High,Medium
196885,Medium,Medium
177684,Medium,Medium
199700,Medium,Medium
242195,Medium,Medium
221459,High,Low
238097,High,Low
163600,Medium,Medium
227600,Medium,Medium
257293,Medium,High
252711,High,High
245543,High,Medium
229900,Medium,High
233484,High,High
238860,Medium,Medium
256268,Medium,Medium
232461,Medium,Medium
241933,Medium,Medium
242958,Medium,Medium
222224,Medium,High
210703,Medium,Low
215823,Medium,Medium
220175,High,Medium
230415,Medium,Medium
233487,High,Medium
233999,Medium,Medium
199952,Medium,Medium
156432,Medium,Low
186674,High,High
194354,High,Medium
213556,Medium,High
229428,High,Low
202530,Medium,Medium
204307,High,Medium
205089,Medium,Medium
247072,Medium,Medium
194079,Medium,Low
228383,Medium,Medium
198687,Medium,Medium
194846,High,High
258334,Medium,Medium
230686,Medium,Medium
205086,Medium,Medium
262430,High,Medium
194077,Medium,High
258333,High,Medium
216349,Medium,Low
259868,Medium,Medium
258332,High,Medium
189211,Medium,Low
186651,High,Medium
209698,Low,High
218658,Medium,High
227106,Medium,Medium
245540,Low,High
244006,Medium,Medium
242214,Medium,High
234790,Medium,Medium
233510,High,High
251429,Medium,High
212261,High,Low
256548,High,Medium
255268,Medium,Medium
240164,Medium,Medium
239138,Medium,Medium
230180,Medium,Medium
225316,Medium,Medium
194083,Medium,Low
223779,High,Medium
262435,Medium,Medium
253218,High,Medium
186402,Low,High
246562,High,Medium
186139,Medium,Medium
248091,Medium,Medium
241947,High,Medium
224524,Medium,High
239881,Medium,Low
176137,High,Medium
243977,Medium,Medium
251401,Medium,Medium
192009,Medium,Medium
230410,Medium,Medium
240138,Low,High
203276,Medium,Low
230454,Medium,Medium
224265,Medium,High
200758,Medium,High
198198,Low,High
193077,High,Low
242997,High,Medium
239669,Medium,Low
235317,High,Low
213557,Medium,Medium
213301,High,Medium
231433,Medium,Low
215049,Medium,Medium
234779,Medium,Medium
230169,Medium,Medium
226075,Medium,High
203547,Medium,Medium
224794,High,Medium
198426,Medium,Medium
194841,Low,High
255001,Medium,Medium
245785,Medium,Medium
245017,High,High
225305,Medium,Low
197641,Medium,Medium
212249,High,Medium
208153,Medium,Medium
235544,Low,High
189703,Medium,Low
213000,Low,Medium
229896,Medium,Medium
231688,Medium,Medium
234760,Medium,Medium
198705,High,Medium
237051,High,Medium
242660,Medium,Medium
216802,High,Medium
233954,High,Medium
194018,High,High
224995,High,Medium
246755,Medium,Medium
190435,Medium,Medium
229092,High,Low
234980,Medium,Medium
203749,Medium,High
230377,Medium,Medium
222693,Medium,Medium
212454,Medium,High
226278,High,Medium
228326,High,Medium
237286,Medium,Low
187110,High,Medium
259047,Medium,Medium
211177,High,High
209378,High,Medium
194017,High,High
239073,Medium,Medium
213729,Medium,Medium
232413,Medium,Medium
233437,Medium,Medium
241629,Medium,Medium
246237,Medium,Medium
251613,High,High
189661,Medium,Low
195037,Low,High
208862,Medium,Medium
214238,Medium,Medium
225502,Medium,High
183518,Medium,Medium
220383,Medium,Medium
231391,Medium,Medium
241119,Medium,Medium
242143,Medium,Medium
199392,High,Low
206561,Medium,Medium
213993,Medium,Medium
233705,High,High
233079,High,High
227911,Medium,Medium
239432,Medium,Medium
237640,Medium,Medium
233544,Medium,Medium
213064,Medium,Medium
211272,Medium,Medium
144200,Medium,Medium
186695,Low,Medium
232775,High,Medium
192838,High,Medium
248297,Medium,Medium
243270,High,Medium
223046,Low,High
222278,Medium,High
235589,Medium,Medium
231237,Medium,Medium
223045,High,Medium
213317,Medium,Medium
229956,Medium,Medium
179528,Medium,Medium
235849,Low,High
239945,Medium,High
245065,High,Medium
253929,Medium,Low
191209,High,Medium
202986,High,High
211946,Medium,Medium
250858,Low,High
192490,Medium,Medium
210923,Medium,Medium
236267,Low,Medium
179947,High,Medium
252139,Medium,Medium
258027,Medium,Medium
230380,Medium,Medium
224591,Medium,Medium
192074,High,Medium
244042,High,Low
233034,Medium,Medium
223818,Medium,Medium
228829,Low,Medium
213725,Medium,High
210653,Medium,Medium
240311,Medium,Medium
260020,High,Medium
216245,Medium,Medium
234933,Medium,High
245429,Low,Low
186805,High,Low
225974,Medium,High
228790,High,Medium
242614,Medium,High
250807,Medium,Medium
203485,Medium,Medium
211384,High,Medium
257208,High,Medium
223929,Medium,Medium
182713,Medium,Medium
224186,Low,High
231098,Medium,Medium
261050,High,Medium
215995,Low,High
245428,High,Low
239475,Medium,High
251763,High,Medium
202356,Medium,Medium
194934,Medium,Medium
177782,Medium,High
242294,Medium,Medium
105846,Medium,Medium
169078,Medium,Medium
193141,High,Medium
250997,Medium,Medium
244853,High,High
243573,Medium,Medium
177525,Medium,High
237429,Medium,Medium
226677,Medium,Medium
247412,Medium,Medium
247156,High,Medium
239732,High,High
229236,High,Medium
225908,Medium,Medium
224187,High,High
261307,High,Low
219836,Medium,Medium
208581,Medium,Low
213445,Medium,Low
242629,High,Medium
256197,Medium,Medium
213702,Medium,Low
233926,Low,High
219591,Medium,High
230343,Medium,Medium
237255,Medium,Medium
248775,High,High
212424,Medium,High
215496,Medium,Medium
219848,Medium,Medium
237512,High,Medium
186568,Medium,Medium
188616,Medium,Medium
198601,High,Low
261084,High,Medium
213189,High,Medium
242372,High,Medium
231868,Medium,Medium
228804,High,High
237245,Low,High
245437,Medium,Medium
202686,High,Medium
219582,Low,Medium
220862,High,High
237502,Medium,Low
254910,High,Medium
224191,High,Medium
210880,High,Medium
219584,Medium,Medium
253376,Medium,Medium
219841,High,High
194753,Medium,High
262081,High,Medium
253890,High,Medium
208835,High,High
216003,Medium,Medium
224836,Medium,Medium
253251,Medium,High
241731,Medium,Low
239708,Medium,Medium
192476,Low,Medium
192732,Medium,Medium
253278,Low,Medium
237662,Medium,Medium
214366,Medium,Medium
225117,Medium,Medium
218717,High,Medium
211037,Medium,Medium
259675,High,Medium
217813,Medium,Medium
253275,Medium,High
179547,Medium,Medium
255578,Medium,Low
184154,High,High
246106,Medium,Medium
240730,High,Medium
225114,Medium,Low
158810,Medium,Medium
235740,Medium,Medium
232156,High,Medium
228828,Medium,Medium
255963,Medium,Medium
235989,Medium,Medium
248021,Medium,High
198614,Medium,Medium
200918,Medium,Low
214998,Medium,Medium
236758,Medium,Medium
204247,High,Low
239575,Medium,Medium
189655,High,Medium
208088,Medium,Medium
229336,Medium,Medium
236760,High,Low
244952,High,High
160217,Medium,Medium
206042,High,Medium
261082,Medium,Medium
189403,Low,High
230233,Medium,Medium
211033,Medium,Medium
258648,Medium,Medium
234578,High,High
236369,Low,Medium
236113,Medium,Medium
160081,High,High
258128,Medium,Low
243792,Medium,Medium
209232,Medium,Medium
203344,Medium,Medium
252239,High,High
241487,High,Medium
230991,High,Medium
238924,High,High
254028,Low,High
201549,Medium,Low
224590,High,Medium
228942,High,Medium
255566,Medium,Medium
208719,Medium,Medium
225106,Medium,High
239186,High,Medium
245336,Low,Medium
243538,Medium,Medium
242776,High,Medium
231512,Medium,Medium
223064,Medium,Medium
201304,High,Medium
256343,Low,Medium
241238,Medium,Medium
236630,High,Medium
232278,High,Low
230486,High,Medium
200278,Medium,Medium
183893,Medium,High
239701,High,Medium
232789,High,Medium
257876,Medium,Medium
213332,Low,High
207956,Medium,Medium
197971,Medium,Low
160213,Medium,Medium
214485,Medium,Medium
247106,High,Medium
246070,Medium,Medium
199738,Medium,Medium
233529,Medium,Medium
167993,Medium,Medium
226616,High,High
204344,High,Medium
201528,Medium,High
260407,High,Medium
226103,Medium,Medium
255487,High,Medium
223188,Medium,Medium
221695,Medium,Medium
193278,Medium,Medium
230398,Medium,Medium
215294,High,High
211966,High,Medium
208638,Medium,Medium
205054,High,Medium
224509,Low,Medium
202810,Medium,Medium
159034,Medium,High
228410,Medium,Medium
199739,Low,Low
241474,Medium,Medium
258881,High,High
223553,High,Low
206145,Medium,Medium
237376,High,Low
227903,Medium,Medium
199487,Medium,Medium
247870,Low,Medium
245054,Medium,Medium
242494,Medium,Low
194365,Medium,Medium
206141,Medium,High
204349,Medium,Medium
233532,Medium,High
229692,Medium,Medium
230459,Medium,Medium
230203,Medium,High
217085,High,Medium
205565,Medium,Medium
248060,High,Medium
259788,Medium,Medium
214990,High,Low
223694,Medium,Medium
232654,Medium,Medium
184271,Medium,Medium
201936,Medium,Medium
222160,High,Medium
229584,Medium,Medium
254928,Medium,High
263377,High,Medium
210129,High,Medium
204242,High,Medium
245714,Medium,Medium
257234,High,Medium
198611,Medium,High
202451,High,Medium
235987,Medium,Medium
198868,Medium,Medium
192205,Low,High
246732,High,Low
223740,Medium,Medium
226508,Medium,Medium
217852,High,Medium
215292,Medium,Medium
198908,Medium,Medium
244987,Medium,Medium
239099,Medium,High
230601,High,Medium
230857,Medium,Medium
239049,Medium,High
243401,Medium,Medium
248777,High,Medium
209610,Medium,Medium
224970,Medium,Low
227530,Low,High
244938,Medium,Medium
236747,High,Medium
239307,Medium,Medium
219852,Low,High
230263,Medium,Medium
213839,High,Medium
247671,High,Low
178319,Low,High
228761,Medium,Medium
212121,Medium,Medium
203929,Medium,Medium
202905,High,High
230296,Medium,Medium
251287,High,Medium
205463,Medium,Medium
198039,Medium,Medium
186518,High,Low
243350,High,Medium
165526,Low,High
208534,Medium,High
228245,Medium,Medium
246164,High,Medium
245652,High,Low
230292,High,Low
220820,Medium,Medium
240019,Medium,Medium
221331,Medium,Medium
226706,High,Medium
247185,High,High
232593,Medium,Medium
225169,High,Medium
223633,High,Medium
212625,High,High
210833,High,High
197777,High,Medium
246928,High,Low
237712,Medium,Low
234905,Medium,Medium
246169,Medium,Medium
198554,Medium,Medium
193182,Medium,Medium
212129,Medium,High
198817,Medium,High
251511,Medium,Medium
241568,Medium,Low
172960,Medium,Low
220064,Medium,Medium
214944,Medium,Medium
201888,High,Medium
246431,Medium,Low
244895,Medium,High
242079,Medium,Medium
240031,High,Medium
204447,Low,High
232350,Medium,Medium
209818,High,Medium
232094,Medium,Medium
205214,High,Medium
236189,Medium,Medium
233884,Medium,High
216476,High,Medium
215708,Medium,High
237211,High,Medium
230299,Medium,Medium
53914,Medium,Medium
241050,Medium,Medium
240282,High,Medium
220314,Medium,Medium
216730,Medium,High
213136,Low,Medium
240783,High,Medium
194149,High,Medium
240271,High,Low
252037,Medium,High
246405,High,Low
219525,Medium,Medium
242052,High,Medium
236164,Medium,Medium
214660,High,High
214404,Low,High
246403,High,Medium
239747,Medium,Medium
230531,Medium,Medium
229251,Medium,High
150659,Medium,Medium
215391,Medium,High
193631,Medium,Medium
216416,Medium,Medium
234848,High,Medium
239200,High,High
192608,Medium,High
184417,High,High
252001,Low,High
186977,Medium,High
259681,High,Medium
214882,Medium,High
222562,Medium,Medium
223843,Medium,Medium
230243,Medium,Medium
253283,High,Medium
206436,Medium,Medium
161636,Medium,Medium
202886,Medium,Medium
214918,High,Medium
234630,High,Low
246666,Medium,Medium
236175,Medium,Medium
214415,Medium,Medium
212879,High,Medium
204687,Medium,Medium
264335,Medium,Medium
208014,Medium,Medium
242573,High,Medium
237453,High,Low
184716,High,High
246155,Medium,High
211339,Medium,Medium
253322,High,Medium
251530,High,Medium
227978,Medium,Medium
242054,High,Medium
253321,High,Medium
183177,High,Low
172425,Medium,Medium
233097,Low,Medium
225673,High,Medium
212104,Medium,Medium
200840,Medium,Medium
191111,High,Low
173703,Medium,Medium
229255,Medium,Medium
193414,Medium,Medium
245894,High,Medium
178310,Low,High
223905,Medium,Medium
164769,High,Medium
215970,High,Medium
239778,High,Medium
162221,High,High
215213,Medium,Medium
188844,Medium,Medium
246444,High,Medium
222636,Medium,Low
247723,Medium,Medium
170923,High,Medium
235947,Medium,Medium
232875,High,Medium
220075,High,Medium
233642,Medium,Medium
222634,Medium,Medium
233897,High,Medium
246696,Medium,High
231848,Medium,Medium
199848,Medium,Medium
205735,High,Medium
244390,High,Medium
204966,Medium,Medium
244389,High,Medium
237477,High,Medium
204709,High,Medium
247972,High,Low
242084,Medium,Medium
225956,High,Medium
222116,High,High
234476,Medium,Medium
239340,Medium,Medium
244204,Medium,Medium
240045,Medium,Medium
189357,Medium,Medium
205998,High,High
242865,Medium,Medium
241588,Medium,Medium
238516,Medium,High
232884,High,Medium
202676,High,Medium
198836,Medium,Medium
253619,High,Medium
232883,High,Medium
225203,Medium,Medium
199347,Low,High
221618,Medium,Medium
142258,Medium,Medium
193201,High,High
255409,High,Medium
167601,Medium,High
214190,Medium,Medium
163761,Medium,High
208817,Medium,Medium
143025,Medium,Medium
209840,Medium,Medium
241071,Medium,Medium
233647,Low,High
225455,High,Low
225199,Medium,High
219823,Medium,Medium
258478,High,Medium
254894,High,Medium
235950,Medium,Medium
228782,Medium,Medium
155885,High,Medium
244205,Medium,Medium
210926,Low,Medium
198394,Low,Low
189430,Medium,Medium
152567,Low,High
232183,High,High
233207,High,High
246263,High,Medium
257271,Medium,High
239096,Medium,Medium
199417,Medium,Medium
214777,Medium,Medium
221433,Medium,High
225785,Medium,Medium
232185,High,Medium
195065,High,Medium
205818,Low,High
242934,Medium,Medium
217082,Medium,High
230394,Medium,Medium
233978,Medium,Medium
254714,Medium,Medium
200443,Medium,Medium
235515,Medium,Medium
219812,High,Low
256675,High,Low
182435,Medium,Medium
246947,Medium,Medium
142499,Medium,High
247458,Medium,Medium
246690,High,Low
246006,High,High
248053,High,Medium
230382,Medium,Medium
212466,High,Medium
225775,High,Medium
228591,Medium,Medium
230383,Medium,High
241135,High,Medium
245999,High,High
246255,Medium,Medium
247279,High,Medium
228080,High,High
242160,Medium,Medium
179696,High,Low
200689,High,High
236529,Medium,Medium
251377,High,High
213490,Medium,Low
164853,Medium,Medium
236530,High,High
237554,Medium,Medium
178418,Medium,Medium
252146,Medium,Medium
225779,Medium,High
230387,Medium,Medium
241651,High,Medium
246771,High,Medium
193267,Medium,High
205556,Medium,Medium
148212,Medium,Medium
163828,High,Low
234740,High,Medium
237156,Medium,Medium
242336,High,Medium
235123,Medium,Medium
185199,Medium,Low
199282,Medium,High
236145,Medium,Medium
221553,High,Medium
211057,High,Medium
209521,Low,High
199537,High,Medium
237424,Medium,High
226928,Medium,Medium
229487,Medium,Medium
171378,High,High
224367,Low,High
253294,High,Medium
243821,Medium,Low
190058,High,High
187498,Medium,Medium
237670,Medium,Medium
245354,High,Medium
232810,Medium,High
163186,High,High
215155,Medium,Medium
190589,Medium,Medium
241536,Medium,Medium
241790,Medium,Medium
177790,Medium,Medium
183422,Medium,High
258942,High,Low
212095,High,Medium
214911,High,Medium
235135,Medium,Medium
221312,Medium,Medium
200065,Medium,Medium
231027,Medium,Medium
258433,High,High
216706,Medium,High
223618,High,Low
164994,High,High
237442,High,Medium
242818,Medium,Medium
204163,Medium,High
236147,Medium,Medium
231530,High,Medium
225386,Medium,High
210538,Medium,Medium
248698,Medium,Medium
236668,Medium,Medium
209532,Medium,Medium
194171,Medium,Low
181371,High,High
224891,High,Medium
208507,Medium,Medium
259962,High,Medium
192634,High,Medium
173434,Medium,Low
201066,Medium,Medium
235642,High,High
230522,Medium,Low
230266,High,Low
255353,High,Medium
222585,Medium,Low
215417,Medium,Medium
224376,Medium,Medium
218744,Medium,Low
248188,High,Medium
258685,High,Medium
194662,High,High
235623,High,Medium
236649,Medium,Medium
230249,Medium,Medium
222825,High,Medium
244584,Medium,Medium
214376,High,Medium
204136,Medium,High
219755,High,High
247148,Low,High
209005,Medium,Medium
173671,Medium,High
229991,Medium,Medium
233520,Medium,Medium
259119,Medium,High
248878,Medium,Medium
258350,High,Low
202799,Medium,Low
204847,High,Medium
209711,Low,High
217646,Medium,Medium
184624,Medium,Low
205351,High,Medium
204846,Medium,Medium
260644,High,Medium
252060,High,Medium
245148,Medium,Medium
225692,Medium,Medium
204956,High,Low
186267,High,Medium
243867,High,High
227995,High,Medium
188058,High,High
183706,Medium,Medium
205210,Medium,High
193945,Medium,High
183449,High,High
235673,Medium,Medium
164505,Medium,Medium
260248,High,Low
243608,High,Medium
231320,Medium,High
209304,High,Low
208024,Medium,Medium
229271,Medium,Medium
210583,Medium,Medium
218013,High,Medium
198437,High,Medium
138798,Medium,Medium
209701,Low,High
198190,Medium,High
255533,Medium,High
245293,High,Medium
224045,Medium,Low
207916,High,High
183339,High,High
255529,High,Medium
242217,High,Low
216105,Medium,Medium
244264,High,Medium
240168,High,Low
236072,Medium,Medium
211240,High,Medium
246055,Medium,Medium
230439,Medium,Medium
214567,Medium,Medium
224049,High,High
202535,Medium,Medium
236838,Medium,High
227622,Medium,High
213030,Medium,Medium
223793,Medium,High
239816,Medium,Medium
231985,Medium,Medium
242527,Medium,Medium
221793,Medium,Medium
221281,Medium,Medium
188768,Medium,High
240992,Medium,Medium
237152,High,Medium
221024,High,Medium
208480,Medium,Medium
204895,Medium,Low
253281,High,Medium
254814,Medium,High
243806,High,Medium
212830,High,Low
209758,Medium,High
