ID,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,Aggression,Vision,Composure
193844,66,63,74,72,82,68,56,65,63,57,75,70
205365,77,76,75,67,70,75,59,70,58,53,73,74
213813,66,70,76,75,78,70,71,83,71,72,71,73
165429,73,70,75,65,77,79,70,68,76,69,69,70
231733,78,75,80,65,78,69,38,67,47,40,75,72
192565,71,66,76,69,79,64,64,70,52,43,74,72
213302,86,78,88,64,88,75,71,68,60,32,63,64
223231,76,74,80,72,53,72,66,84,51,63,72,64
242998,62,67,58,71,43,78,64,82,89,77,66,71
198455,80,81,79,70,77,71,74,86,71,69,72,70
230988,65,68,75,70,75,77,54,62,60,68,72,80
245062,78,79,65,69,54,55,89,81,68,73,51,59
212045,78,77,70,69,70,82,84,86,73,68,69,70
230441,67,68,60,70,62,74,85,78,78,78,54,64
212226,63,63,82,72,77,75,72,91,59,77,73,72
257025,85,81,77,60,84,64,51,47,57,31,72,54
236033,45,43,55,72,42,56,69,26,52,21,34,42
198145,74,74,75,75,71,78,61,67,65,32,62,66
169216,83,80,69,74,72,73,92,58,64,80,63,67
230477,76,80,58,75,45,55,69,63,75,58,72,64
241708,61,67,51,66,51,40,74,53,76,77,39,58
230188,71,75,70,61,68,51,65,70,72,55,41,63
228908,70,68,77,68,74,71,86,74,56,69,73,76
221740,56,69,61,74,45,78,78,80,87,87,63,68
190507,33,43,66,63,48,54,80,67,81,80,30,66
212778,67,62,69,64,55,55,77,71,85,71,64,58
200746,65,64,68,72,58,72,58,80,66,78,70,71
230185,45,41,50,65,57,56,71,41,81,25,70,44
239106,83,67,84,70,84,67,66,77,64,66,58,69
223017,80,81,81,71,81,75,80,82,63,74,65,72
210985,73,69,80,67,83,73,33,85,56,47,72,67
220968,61,69,63,66,74,78,69,75,83,68,69,69
219688,54,56,32,64,55,50,70,66,76,70,36,52
234791,67,75,64,66,64,47,77,66,77,60,32,56
215079,59,54,66,72,67,74,64,64,73,95,76,77
193062,66,76,66,74,53,75,61,72,74,71,66,68
226086,85,84,79,71,78,75,57,75,63,59,69,70
186405,67,68,65,72,64,74,67,73,79,72,69,72
242725,62,67,65,68,42,78,70,74,85,73,69,71
230181,74,81,62,72,74,67,62,73,51,72,58,74
228645,67,69,70,75,68,65,77,91,75,74,71,68
195620,91,89,84,69,84,70,83,90,72,80,68,75
233730,77,81,78,69,60,83,87,84,87,87,55,68
239875,72,72,79,69,76,58,80,80,57,69,52,66
237604,66,60,59,73,65,50,72,80,79,72,45,72
236038,90,91,84,52,75,52,89,78,68,70,45,52
253695,57,60,51,66,46,72,57,66,88,75,61,60
206506,62,63,80,70,79,70,49,76,66,70,72,71
239272,35,34,45,68,29,54,62,39,70,36,60,60
235432,67,59,56,66,51,68,65,75,80,65,68,60
246183,80,80,81,70,79,67,77,75,48,66,67,68
226215,66,76,65,71,37,68,62,63,68,60,70,73
209063,62,50,56,68,53,57,81,74,78,68,38,71
203431,83,81,77,64,65,71,59,71,78,73,76,65
202151,73,73,73,67,73,85,70,67,64,85,41,68
229542,28,30,26,62,37,53,32,24,60,20,41,31
223654,63,62,57,69,81,70,70,84,75,80,65,70
205478,60,74,66,68,47,72,58,58,87,78,64,66
246790,83,82,72,65,66,68,59,68,57,43,67,66
228614,93,95,73,67,69,75,45,69,66,34,61,58
251139,78,73,82,71,83,75,69,88,81,83,72,81
222982,44,36,64,74,67,60,70,86,73,78,69,68
212230,79,69,86,78,90,70,61,45,41,67,72,73
206086,75,76,72,69,70,58,76,85,68,58,54,58
194053,34,40,32,72,34,75,34,56,87,71,42,69
245253,76,59,86,72,90,57,83,90,43,65,68,64
229637,48,48,49,65,59,51,58,35,69,20,34,54
217605,54,55,60,72,53,70,76,81,70,76,72,68
216325,48,49,40,67,42,52,64,31,66,28,51,49
211461,52,52,58,70,46,81,67,69,85,80,61,73
206085,77,78,75,68,75,73,50,75,61,56,68,65
258308,84,89,72,67,70,22,57,70,44,49,31,64
207876,78,82,77,66,74,68,89,88,80,68,58,63
186115,73,74,76,72,74,67,71,69,67,72,65,72
253220,78,79,73,67,77,66,79,86,69,66,65,66
222464,58,55,61,67,53,51,69,42,62,25,48,53
235812,60,61,62,74,42,71,68,66,80,65,58,63
230483,77,69,72,77,65,57,60,67,67,45,77,66
192537,77,75,84,70,79,73,76,66,43,54,70,73
184089,75,67,80,66,77,74,73,53,44,47,67,78
232729,82,83,81,77,84,76,80,85,75,87,57,68
232869,78,84,65,72,59,67,78,69,81,74,31,69
196952,68,68,62,70,64,65,66,81,72,78,63,66
195671,50,50,61,74,52,80,74,48,80,66,62,76
251990,79,73,91,69,90,67,53,67,39,42,75,71
241750,71,69,76,70,69,67,57,71,61,50,69,65
213846,62,76,68,71,62,45,90,71,72,73,55,71
254548,74,82,76,69,81,66,67,71,68,72,58,66
253012,51,53,47,63,56,52,69,44,64,37,58,54
185172,36,42,55,70,35,48,71,31,61,11,48,62
139860,44,54,55,67,77,62,84,60,71,82,56,72
143699,70,72,73,67,78,70,80,69,64,75,71,74
205594,67,63,64,72,65,76,60,81,74,80,71,72
201043,79,70,89,74,81,73,84,87,64,76,72,74
222546,38,47,38,68,51,50,64,34,54,21,40,47
183632,61,55,65,71,73,71,81,74,70,68,66,70
246608,77,80,81,64,79,62,60,80,58,59,71,68
234832,62,67,56,70,48,49,70,89,82,74,55,65
219984,69,78,80,68,74,70,55,69,59,50,72,70
234319,72,67,61,72,74,69,72,85,68,82,65,69
256035,92,93,89,62,89,64,78,71,61,52,64,71
246606,89,90,77,62,91,63,61,72,53,63,54,64
239950,64,54,62,73,63,73,71,82,67,68,71,75
230222,69,60,68,64,56,79,81,75,75,80,50,72
225614,74,75,80,72,82,57,52,64,49,53,75,71
213582,58,51,70,66,69,80,51,63,75,59,73,76
258585,37,41,37,72,31,47,50,28,44,21,37,48
193870,45,45,50,73,51,54,65,36,67,37,29,37
213530,67,56,70,69,73,54,61,84,77,85,66,70
256287,89,77,88,71,89,73,61,61,69,65,69,71
229155,69,72,70,71,72,66,66,79,73,69,64,69
229658,84,83,80,68,78,66,81,83,67,55,64,61
215331,67,73,67,69,58,64,70,80,74,68,63,67
230434,67,64,73,66,69,51,63,68,68,67,66,71
244257,78,79,74,73,72,72,75,74,69,70,60,59
235553,45,41,44,65,46,62,73,73,88,71,33,62
235297,69,75,69,72,73,79,72,88,80,77,68,69
232225,49,71,47,65,37,80,60,71,89,60,60,55
230433,64,67,57,72,55,70,64,76,68,71,60,61
205601,86,78,86,65,87,72,65,50,31,43,71,64
239136,78,76,61,69,74,47,77,69,70,72,52,63
230176,45,46,43,61,55,54,59,41,56,23,69,42
219680,38,43,52,69,32,48,43,56,84,69,34,68
233250,71,70,68,70,68,69,77,82,65,71,68,74
234015,68,64,75,74,86,60,46,68,49,41,76,79
232477,80,81,75,64,84,65,56,81,62,69,67,63
251675,73,71,70,68,78,78,58,77,74,84,69,62
172316,63,58,64,67,62,74,80,59,62,75,60,66
189468,76,75,82,64,77,66,59,86,76,85,67,65
230429,52,45,51,72,73,54,75,67,69,64,75,69
230685,68,69,67,69,67,77,58,74,54,64,74,72
186140,67,70,70,68,65,73,70,65,71,41,63,70
239645,55,57,53,63,58,72,82,66,89,84,45,73
204830,84,83,84,67,71,76,69,63,50,55,68,67
214302,66,71,71,69,76,71,75,82,68,70,70,68
216351,59,61,62,71,68,72,51,72,69,72,70,70
219167,38,50,46,71,34,75,71,75,84,74,60,68
229148,79,84,76,62,66,72,57,74,64,73,60,70
236316,75,69,66,68,67,69,69,75,71,75,57,64
198429,75,85,70,67,81,65,74,76,75,75,69,68
207645,93,92,90,68,87,62,52,68,49,55,62,68
245021,47,51,53,68,49,78,75,76,81,85,56,72
215070,63,66,66,68,59,50,80,75,74,85,35,57
220702,69,59,66,67,59,71,63,75,80,70,59,68
221982,79,74,92,62,89,65,43,52,33,38,73,76
229150,68,75,67,72,65,75,76,73,73,73,66,70
236830,64,64,70,64,71,72,65,72,70,72,71,70
258846,74,69,70,72,74,73,80,71,74,50,58,68
237055,82,87,55,70,64,78,67,58,65,30,61,54
194334,55,59,56,65,54,47,72,66,78,81,59,64
209695,62,64,70,68,55,69,53,68,71,50,72,69
240671,53,63,46,68,39,57,71,55,78,72,50,68
208160,71,71,68,63,78,80,60,70,68,54,70,66
262908,61,68,48,66,53,61,77,68,82,73,35,57
236287,72,73,71,69,70,71,87,73,72,64,58,63
231423,70,70,70,67,77,73,79,82,63,70,58,65
182270,50,56,57,61,45,52,75,26,72,41,14,62
190461,76,75,83,74,76,68,80,75,82,73,64,76
251901,58,55,35,70,37,55,56,73,85,74,62,68
220925,74,66,74,72,76,68,62,91,65,64,68,68
182043,30,36,31,70,44,52,55,41,37,40,68,62
216860,82,83,87,66,65,65,33,65,48,54,66,64
213777,73,67,72,71,75,70,72,92,68,63,69,67
251673,30,28,55,64,26,50,60,25,72,35,26,54
176920,66,67,65,60,66,54,78,69,77,77,47,67
188154,70,65,78,69,79,66,88,72,59,69,73,74
229654,92,90,90,61,71,51,73,75,63,65,57,59
183573,60,60,66,72,66,74,70,68,80,75,58,65
240661,77,69,78,61,75,61,53,65,42,39,69,66
223765,69,71,63,71,65,68,68,73,75,81,58,70
211221,93,91,83,62,77,73,70,84,55,56,59,62
258580,83,86,88,69,82,65,42,71,39,42,64,66
252692,62,73,57,65,49,84,63,73,83,68,60,69
243988,81,83,71,65,76,46,61,87,53,65,65,62
198420,88,87,83,69,85,75,79,64,62,72,71,73
241171,71,77,69,64,64,62,83,71,81,70,45,59
202515,73,74,73,66,74,74,74,59,71,38,70,74
203537,75,83,76,69,55,70,32,71,73,48,65,54
229648,75,69,70,69,68,47,67,77,69,72,65,65
212240,70,66,73,68,67,73,78,67,74,59,63,57
195087,41,38,32,66,34,63,61,76,82,75,65,67
248831,35,32,33,70,30,51,38,84,77,86,46,72
199191,73,76,76,65,71,51,82,89,68,72,58,64
223255,77,76,73,68,73,64,68,84,61,61,64,66
223511,68,72,72,66,71,57,70,82,64,74,42,54
226583,64,70,59,68,55,56,72,64,83,83,53,66
201240,94,94,80,67,76,74,88,81,64,57,64,64
228120,85,82,81,66,80,62,81,75,70,67,68,70
226811,71,67,69,73,68,73,80,84,75,65,70,73
208700,81,79,77,70,72,75,56,64,73,55,56,67
183546,67,65,64,66,72,64,82,90,72,84,53,69
179687,77,80,73,60,67,68,64,84,62,72,71,68
243945,54,60,63,68,56,63,76,68,83,75,57,59
239593,65,68,64,71,63,77,73,73,73,58,71,71
231913,72,76,80,68,79,68,71,91,62,71,66,67
220649,81,74,77,66,71,67,61,73,68,49,70,72
244456,55,54,42,68,45,48,60,57,82,75,33,60
204776,55,61,44,67,50,54,74,62,85,83,49,70
248295,60,66,43,58,39,59,87,74,91,71,42,63
181479,32,32,51,62,52,60,78,79,86,75,57,61
234727,80,86,48,67,50,51,69,60,78,70,53,63
143587,53,51,67,64,79,82,59,53,58,69,75,80
215015,57,61,61,65,49,51,65,65,77,75,49,55
186598,67,68,71,70,70,68,73,70,67,68,59,67
248550,67,69,65,66,71,46,82,65,76,76,43,65
228838,64,46,68,69,70,61,69,79,85,84,57,64
212197,42,44,39,66,33,53,70,43,69,25,40,28
242916,79,77,79,69,75,62,79,86,64,64,59,67
212196,72,68,80,65,86,73,85,68,62,37,68,70
244963,56,66,31,69,29,45,66,72,89,78,40,62
190697,65,69,58,64,61,68,75,61,85,69,46,69
227562,77,80,87,64,83,62,73,78,61,38,67,65
221931,51,52,66,65,63,76,54,66,75,61,73,69
227819,45,41,36,62,51,54,61,33,68,26,63,52
213746,75,73,72,68,68,68,42,70,66,51,67,67
193264,82,84,77,64,71,75,82,88,71,76,60,63
252144,49,65,40,71,56,44,80,38,75,75,35,76
229360,31,32,33,67,33,67,71,65,82,70,46,54
229104,47,49,64,67,59,80,51,77,72,61,71,74
221168,78,77,76,70,67,78,70,68,68,61,62,71
236015,73,68,74,68,75,71,58,66,66,57,73,73
205295,72,74,76,68,72,75,69,62,80,75,68,73
226286,65,68,63,66,68,72,73,72,87,48,61,70
216302,71,70,87,61,86,67,77,86,58,56,48,66
143598,26,28,38,74,35,48,32,41,60,28,58,41
245741,83,79,82,64,82,64,56,70,51,68,69,69
241389,82,79,84,69,92,76,53,55,33,32,60,67
223212,85,83,81,65,70,67,67,65,72,53,60,59
202220,74,72,68,66,61,75,91,75,85,77,68,69
237291,68,64,63,66,52,76,73,74,88,60,60,75
234731,62,66,51,60,57,41,77,77,90,65,34,60
240099,79,78,70,68,78,62,70,77,79,77,59,71
206307,42,48,42,70,43,52,60,28,71,26,11,36
242162,85,79,89,69,75,61,58,85,54,54,66,67
177922,79,78,79,67,74,74,52,54,66,43,71,68
203782,83,73,93,72,88,64,58,77,61,51,73,71
197382,73,74,81,75,83,50,54,56,50,33,74,61
204549,53,48,45,65,49,48,65,33,68,28,41,46
202501,69,69,72,67,76,61,75,85,70,72,48,67
219652,74,76,78,69,87,68,56,50,54,52,72,68
215556,68,66,66,64,60,78,56,74,72,60,62,63
241923,91,88,88,66,87,73,61,69,54,37,66,63
222467,81,77,84,67,81,79,68,73,65,58,67,68
233986,75,74,77,78,74,69,83,83,65,85,47,64
184290,48,52,34,76,34,75,73,72,88,56,59,73
199170,63,59,70,68,69,78,82,73,77,80,68,72
197890,66,72,57,65,61,47,77,65,78,73,42,66
186881,66,64,77,73,67,70,80,90,71,84,74,73
250881,65,62,61,66,82,65,64,85,68,69,67,71
239617,68,52,65,72,72,57,67,79,71,65,70,67
239361,62,62,64,72,72,72,72,83,79,82,74,71
223489,65,67,62,66,40,73,74,71,82,73,67,71
191488,58,73,66,68,52,63,88,74,75,86,55,73
210950,74,70,90,71,91,75,91,59,33,69,66,73
254470,78,76,68,68,67,44,72,77,59,72,58,58
203783,69,69,60,71,63,53,66,75,70,70,68,63
239367,85,82,87,66,86,70,39,76,45,38,65,65
244706,70,69,66,72,67,75,91,82,80,74,54,64
223458,80,82,75,60,75,68,56,65,66,63,63,60
251105,73,72,77,71,70,70,71,75,70,59,67,68
226273,69,70,70,68,70,65,74,91,76,66,64,71
230368,71,73,72,67,71,53,66,65,64,57,67,66
220128,73,75,77,69,77,75,63,68,71,73,67,77
212192,78,70,85,71,82,65,65,77,59,38,61,64
200672,72,74,72,65,71,77,80,79,85,83,64,68
196318,80,81,80,67,82,73,61,58,56,33,68,69
190430,70,69,72,69,71,65,75,73,65,76,62,64
245214,84,82,78,64,73,69,68,77,64,49,62,59
233231,69,71,65,67,67,77,67,69,65,40,52,72
222986,52,52,64,65,54,65,70,74,79,70,64,68
225289,89,82,85,73,87,66,85,75,47,55,66,72
257288,23,24,32,64,41,50,49,33,75,26,39,37
219912,75,71,56,70,65,78,70,69,63,55,72,67
200968,39,43,58,63,63,57,89,87,74,73,23,62
224242,70,79,65,67,59,81,86,73,83,77,62,63
205812,40,42,41,68,45,48,55,33,60,19,42,63
247802,75,73,84,65,78,67,61,89,55,49,38,59
243526,78,76,82,68,71,57,81,78,70,66,52,65
198474,64,68,66,68,65,59,84,73,80,69,58,70
229705,61,61,67,65,66,49,79,76,75,64,54,69
190536,55,52,63,71,80,78,64,69,72,77,75,72
243016,82,77,78,65,72,65,51,68,61,56,71,62
224584,88,87,86,53,92,70,47,51,37,40,65,63
182343,71,68,75,69,68,69,64,80,58,68,74,66
207431,43,51,45,65,60,43,73,40,72,69,52,55
196935,58,60,58,69,31,55,59,61,77,74,54,62
230470,76,78,76,67,72,78,54,71,71,34,68,75
230211,91,84,78,61,75,47,66,85,68,43,57,66
223302,78,77,80,70,80,62,64,69,48,58,63,67
211014,83,85,75,67,76,57,76,80,60,67,59,65
203590,54,48,52,72,48,62,46,61,78,73,37,69
190021,81,85,77,69,76,73,74,74,70,76,64,63
232517,89,85,88,64,84,66,54,66,30,33,65,63
231749,76,75,75,70,74,60,71,72,63,66,60,62
245572,74,75,70,65,67,52,65,63,55,52,55,55
199236,85,88,86,63,84,66,80,85,71,65,64,67
199157,70,69,64,67,67,78,75,72,75,80,69,66
199413,68,71,72,71,68,80,64,81,72,51,76,74
199669,64,71,63,68,57,59,77,82,79,83,60,68
167669,48,41,53,72,71,72,52,34,62,65,75,76
235002,55,49,45,65,43,41,66,46,85,77,33,64
229882,69,72,67,68,58,73,71,70,74,80,72,74
212474,73,68,78,72,77,76,59,71,49,66,72,68
200698,41,46,41,70,38,52,61,30,55,28,58,50
253177,86,89,68,57,66,77,64,73,70,59,59,63
233977,32,37,39,62,40,56,58,30,69,15,40,70
232441,34,32,34,66,46,56,59,45,54,26,25,26
222969,44,51,71,68,64,50,37,83,73,62,65,63
220921,63,50,36,65,40,71,46,72,88,83,52,66
220665,54,55,56,68,34,41,80,70,89,71,50,66
213497,65,71,64,63,80,51,90,73,71,82,44,60
238072,51,54,38,74,60,88,62,84,89,82,72,63
198136,79,82,80,69,74,68,65,69,64,57,64,71
255223,85,84,76,64,80,75,41,66,53,36,63,68
234999,28,31,41,50,67,51,62,20,65,18,44,28
233974,15,16,28,78,30,52,35,13,44,23,45,55
230390,47,51,46,67,38,62,60,64,90,84,34,73
233795,85,82,72,68,63,72,42,76,77,69,64,67
209987,55,50,47,68,48,53,64,40,78,26,55,63
214772,78,76,74,56,68,80,58,88,68,59,72,52
251450,64,68,53,69,56,45,69,74,73,73,45,56
202814,87,84,75,64,81,56,67,80,61,62,52,55
263230,79,74,55,70,75,74,68,65,74,70,59,59
244797,75,70,59,70,51,73,65,68,76,67,62,69
224317,74,74,74,69,89,67,59,69,56,73,71,77
219709,70,68,61,70,62,66,63,61,69,59,53,55
240956,76,72,75,69,74,47,64,69,58,63,51,64
219452,66,67,70,70,66,61,70,83,74,73,62,68
250939,29,29,33,53,40,50,47,29,63,37,39,43
227642,90,90,91,65,92,67,83,76,75,64,66,71
211522,50,34,71,70,53,73,76,76,80,77,35,65
212282,57,66,67,67,66,65,72,87,71,68,62,51
230969,82,85,83,64,72,71,65,70,56,57,72,70
158777,38,46,36,72,37,50,60,23,75,27,41,38
211513,75,73,76,66,69,78,66,68,66,77,69,71
207929,81,79,82,65,76,70,41,66,58,67,70,64
205369,69,54,75,68,74,71,59,73,57,67,71,74
243956,58,53,59,68,58,63,60,75,72,82,61,68
232692,69,66,76,74,78,80,80,86,72,66,69,73
229694,91,93,95,59,90,58,72,77,61,45,68,54
237630,70,72,73,68,55,43,73,78,82,75,43,59
172862,40,51,64,70,64,67,77,52,73,69,70,76
242238,80,89,65,68,36,64,76,67,87,71,56,66
138306,74,75,76,71,68,68,75,71,76,47,61,71
247361,81,80,85,65,81,65,51,71,50,58,74,67
213313,61,66,74,69,73,67,72,71,66,66,75,72
202305,77,74,83,66,69,65,53,82,69,57,74,71
188992,77,73,73,68,67,63,64,70,68,71,70,70
243008,69,69,73,71,74,72,60,75,62,68,74,71
235840,35,23,38,48,35,50,66,44,62,26,35,56
204352,48,52,47,68,41,58,52,65,81,75,48,65
245055,80,68,81,68,82,80,50,72,57,49,72,75
244287,80,82,77,67,67,70,69,70,67,46,64,62
237631,69,70,61,69,66,71,71,69,74,55,61,75
232511,72,73,75,68,69,42,85,71,68,67,49,60
232255,84,88,85,66,77,64,86,89,39,83,68,67
225855,63,66,66,66,67,83,58,68,66,59,76,69
211263,47,54,51,66,55,50,82,71,83,77,44,65
205887,70,69,66,70,68,72,70,80,72,54,65,67
190014,87,83,81,66,74,73,80,63,69,44,67,66
236303,69,65,59,61,60,62,67,72,74,76,54,54
142721,34,33,31,68,57,47,73,32,53,34,51,58
232207,69,72,65,70,44,75,71,58,77,47,46,66
237647,71,68,75,67,72,70,65,76,64,68,70,70
206159,75,77,70,68,76,35,65,82,70,68,54,69
246350,61,64,70,64,90,56,64,63,34,49,74,74
233550,89,88,89,63,89,68,70,74,64,64,65,62
232526,61,71,58,68,54,62,70,71,81,71,58,70
230478,78,75,83,63,91,39,54,64,38,46,75,71
221774,72,56,61,64,34,75,77,70,80,74,53,61
204366,68,72,66,72,62,84,61,67,80,66,69,66
191565,75,53,77,71,77,71,79,68,57,63,70,72
251213,67,69,53,66,68,67,55,83,68,70,64,71
236621,62,53,55,68,70,72,88,69,70,32,57,64
220493,71,73,74,67,76,53,66,63,65,59,58,66
215117,64,68,70,66,63,59,88,76,79,73,66,63
237132,62,66,73,65,72,77,65,73,65,52,70,68
233292,55,67,57,66,54,56,94,33,86,72,34,66
225356,92,90,89,66,82,63,83,49,33,46,69,62
230479,67,71,65,76,81,62,72,78,47,48,75,81
199504,70,73,68,63,74,73,72,86,75,89,62,73
243019,64,57,62,67,32,79,74,68,83,59,62,60
217168,74,72,68,67,66,62,66,79,60,60,56,65
233812,76,81,75,64,74,59,67,75,67,75,54,58
207444,92,92,88,70,62,65,75,74,72,64,60,64
204372,78,75,79,64,79,74,68,68,53,60,65,64
200532,79,68,82,69,91,71,75,85,44,68,62,73
185427,47,48,45,64,53,57,71,33,71,26,28,41
233299,70,73,67,67,65,78,66,61,79,55,60,71
232787,87,77,80,60,82,73,87,79,62,72,71,65
191058,70,73,70,69,76,68,60,84,67,66,63,54
242514,35,29,39,71,53,50,62,19,60,28,55,59
226130,66,70,69,73,70,54,80,71,72,71,59,67
239441,85,88,78,60,73,68,51,68,71,39,59,71
201041,72,73,71,63,63,53,81,72,77,68,63,59
254544,83,72,78,68,69,72,54,69,67,60,70,74
236368,70,63,64,73,67,63,64,74,65,65,71,70
230480,58,54,73,73,57,52,50,46,74,44,70,72
252235,60,63,48,70,57,49,73,75,76,67,62,52
200779,76,78,69,67,66,78,71,75,85,68,58,66
239306,81,82,75,69,74,58,71,81,65,53,63,62
204908,87,85,92,68,92,60,90,67,31,39,68,74
252523,91,91,91,56,89,69,94,74,59,43,57,62
178283,56,57,52,67,33,55,75,38,70,35,41,56
214379,69,71,59,73,57,74,57,68,85,73,59,71
224874,83,83,81,70,57,75,73,75,64,47,65,74
227689,83,78,80,68,88,71,75,76,72,74,73,72
213097,59,54,57,70,53,71,53,81,82,83,50,64
211561,65,66,63,67,67,73,65,50,85,66,47,70
247144,86,72,80,65,89,71,63,80,67,71,76,73
242280,72,73,79,62,76,77,74,91,75,84,69,75
232296,73,74,69,68,72,59,76,75,75,77,53,67
230248,72,70,71,66,70,43,61,83,65,58,58,50
211048,86,89,89,70,82,69,75,70,66,79,53,58
203624,64,69,67,60,75,68,85,78,82,89,48,66
191079,55,51,57,62,55,60,83,65,78,78,40,68
234087,70,69,85,70,91,61,64,83,55,64,67,65
203884,62,61,61,68,63,48,75,63,70,73,42,71
216428,78,73,74,70,70,65,51,60,54,37,68,69
250954,73,72,67,62,60,36,90,71,75,65,51,61
222572,32,33,38,70,37,51,52,30,52,18,46,46
243530,75,72,65,69,63,41,64,75,76,71,32,52
238922,70,72,71,69,59,62,69,85,72,72,69,66
237386,64,61,68,69,69,66,60,73,63,64,74,62
230474,88,75,82,66,78,54,55,54,55,37,53,72
206154,65,69,67,68,71,79,67,73,71,73,77,68
200778,77,87,70,63,56,66,67,82,75,69,62,60
188782,46,48,50,68,63,40,87,71,78,76,42,58
200302,68,68,67,67,76,69,81,82,66,83,63,67
194669,71,68,74,68,70,72,65,75,63,75,73,71
257133,80,83,80,62,80,71,75,66,60,38,61,66
176237,64,67,61,68,53,78,69,63,91,77,67,68
213613,59,63,67,71,59,73,44,72,72,70,74,72
207725,34,62,32,64,37,72,80,71,84,64,37,61
188524,49,51,49,60,50,50,70,31,61,29,43,62
253036,80,77,85,60,86,71,39,60,48,41,65,64
244308,80,84,73,62,68,38,70,80,69,75,60,60
247124,77,74,71,68,77,65,73,71,57,77,54,63
220245,55,58,65,68,63,70,77,76,73,74,67,73
224198,77,80,66,63,77,59,66,75,68,73,63,55
25798,31,35,30,77,28,76,32,30,77,66,63,76
115909,72,69,86,75,81,73,85,62,61,54,74,68
240837,73,71,69,75,75,73,51,81,69,56,68,64
235717,72,65,77,72,75,62,57,70,66,58,75,72
214031,46,49,31,60,45,37,59,67,91,81,35,61
223685,71,69,72,69,54,74,74,73,81,69,53,67
212933,45,53,32,69,36,76,54,72,91,76,71,72
138949,39,30,50,71,58,54,72,51,82,72,44,80
254660,77,76,74,71,73,73,69,77,55,69,66,56
234180,76,75,80,65,70,72,59,64,68,48,65,72
230340,73,66,72,72,73,62,72,76,71,62,59,65
211908,53,58,59,64,47,51,72,37,68,25,44,30
190915,61,55,61,71,65,77,76,69,83,76,66,69
248003,67,68,54,67,56,31,73,73,80,72,33,62
160195,74,76,69,68,59,72,73,76,75,47,61,70
223686,52,54,45,69,54,49,75,31,67,19,35,52
230342,62,76,63,65,72,62,62,79,65,75,48,62
233045,75,80,69,74,63,68,74,65,75,61,63,68
232390,70,74,74,69,70,71,63,69,59,67,71,77
18122,26,27,38,58,41,50,56,26,63,36,53,56
200138,53,67,53,63,34,68,72,67,81,79,52,62
182473,82,81,63,68,71,58,76,75,72,63,68,65
247497,73,79,55,59,60,38,76,61,85,64,46,57
242633,80,76,72,65,85,54,74,81,70,80,65,65
237257,64,56,67,73,68,73,51,85,69,69,73,74
198857,54,55,56,67,37,43,72,71,87,65,45,70
237256,83,81,80,68,74,70,83,81,83,67,66,64
216520,53,61,65,63,59,82,83,76,90,86,67,72
176071,55,35,65,71,75,68,61,85,70,75,63,66
235719,81,83,89,69,87,79,50,67,58,50,67,77
231111,64,60,51,69,48,44,64,65,82,66,53,68
229319,59,65,61,71,48,74,56,75,79,72,55,74
217287,54,49,64,68,65,80,53,80,63,73,72,73
236998,72,68,74,72,69,72,63,72,69,71,69,70
211907,60,62,74,73,82,71,77,86,72,77,72,71
201155,70,72,76,57,75,68,38,54,50,64,71,72
253378,65,69,59,71,58,66,80,73,73,76,38,61
239810,71,68,77,67,77,71,80,78,68,80,73,68
209597,62,58,59,65,32,48,65,69,89,74,33,60
203965,77,77,77,63,75,70,59,64,64,64,72,67
186556,80,75,68,68,75,68,65,72,73,68,71,72
241499,63,67,64,63,69,72,81,75,93,51,55,54
230235,68,64,67,68,65,60,78,74,68,69,43,70
251994,71,66,66,72,72,68,89,81,51,75,64,71
213337,73,66,84,73,91,67,82,74,58,82,75,73
243032,73,74,68,66,70,70,71,59,68,35,49,63
219736,48,49,54,72,32,43,64,30,64,27,50,31
180823,68,74,60,65,68,62,70,72,74,72,63,65
206423,61,56,58,65,73,39,65,74,76,78,33,65
261206,58,56,49,71,47,55,58,72,78,61,70,53
240982,58,66,54,70,72,66,66,77,75,74,62,71
239446,76,74,71,67,69,72,67,68,58,45,69,64
208470,75,55,77,67,82,64,78,80,66,71,47,68
221629,84,87,84,65,66,73,74,76,73,34,61,69
224189,67,69,61,68,54,68,62,76,77,70,65,64
163261,55,34,55,73,59,80,73,66,72,84,59,69
220609,63,59,78,75,78,67,57,75,77,62,74,68
232898,78,77,76,69,72,69,62,71,59,53,75,66
224962,92,82,93,58,93,68,79,72,50,36,65,57
223426,81,80,59,69,60,40,71,71,75,65,53,68
259265,75,74,74,65,63,79,73,68,76,66,67,69
192449,56,66,62,75,52,84,52,78,76,78,73,72
233409,85,77,79,63,75,47,66,79,70,41,57,64
204737,87,88,87,64,88,71,58,72,64,72,72,62
211903,73,76,74,70,68,69,68,69,72,57,64,67
231360,70,67,71,70,75,65,71,82,67,81,72,71
231104,73,73,65,62,60,57,74,66,82,72,32,58
242879,40,39,46,70,48,50,60,32,60,14,40,52
230335,78,76,65,71,76,59,70,67,54,61,59,70
226495,91,89,79,65,62,69,71,72,80,41,59,64
214463,75,79,90,67,76,73,75,58,69,55,67,77
211559,62,66,61,70,70,81,56,69,59,60,75,73
202087,44,62,66,67,73,85,79,66,72,66,74,75
243558,65,67,63,63,70,68,72,83,67,72,67,60
224146,83,81,84,67,82,73,60,85,70,37,66,61
199570,77,79,85,60,81,65,77,68,54,70,41,55
