ID,TotalStats,BaseStats,Overall,Potential,Growth
223652,1894,406,72,74,2
223136,1990,423,72,72,0
241823,1810,381,72,78,6
231588,1668,369,72,78,6
215965,1661,375,72,75,3
211354,1970,408,72,73,1
205212,1824,380,72,72,0
207516,1712,362,72,72,0
233372,1838,388,72,73,1
181404,1606,344,72,72,0
192156,1927,405,72,72,0
176285,1555,319,72,72,0
205215,1589,334,72,72,0
253341,1621,349,72,73,1
205726,1917,396,72,72,0
231070,1955,404,72,72,0
189342,1118,394,72,72,0
200607,1634,347,72,72,0
201887,1946,410,72,72,0
230564,1955,409,72,74,2
216229,1905,397,72,72,0
209485,1890,397,72,72,0
234570,1809,374,72,83,11
216391,1764,374,72,73,1
190535,1806,368,72,72,0
231240,1753,373,72,78,6
233800,1803,399,72,78,6
228681,1500,331,72,78,6
230218,1639,340,72,72,0
237642,1777,391,72,79,7
243014,1907,399,72,80,8
240970,1906,405,72,81,9
208459,1747,385,72,72,0
228171,1886,407,72,73,1
192587,2027,420,72,72,0
199244,1633,356,72,72,0
228684,1725,386,72,80,8
211527,1847,391,72,72,0
234054,1030,380,72,72,0
152997,1810,367,72,72,0
240963,1742,377,72,72,0
229541,1202,398,72,77,5
212035,1893,399,72,72,0
220739,1807,371,72,73,1
156483,1328,402,72,72,0
228419,1533,325,72,78,6
229699,1774,390,72,79,7
189508,1776,359,72,72,0
222022,1923,420,72,73,1
193860,1968,413,72,72,0
213573,1215,389,72,74,2
187205,1918,402,72,72,0
196934,1980,404,72,72,0
206662,1547,330,72,72,0
209990,1090,386,72,74,2
197786,1818,385,72,72,0
261529,1902,407,72,77,5
244377,1469,317,72,81,9
241976,1167,398,72,77,5
193337,2072,441,72,72,0
223033,1662,361,72,77,5
222521,1508,325,72,72,0
221753,1845,402,72,73,1
185144,1655,343,72,72,0
244280,1826,388,72,79,7
238392,1846,397,72,77,5
235834,1851,395,72,77,5
207928,1873,404,72,72,0
197688,1929,403,72,72,0
193847,1846,384,72,72,0
258615,1903,416,72,81,9
186935,1941,399,72,72,0
251191,1730,372,72,73,1
198970,1705,370,72,72,0
229179,1818,396,72,72,0
235161,1701,368,72,78,6
211009,1741,374,72,75,3
258370,1799,402,72,82,10
245058,1963,410,72,76,4
232514,1901,393,72,72,0
230466,1781,349,72,72,0
221250,1835,394,72,72,0
240193,1870,397,72,76,4
230464,1757,361,72,72,0
229435,1846,382,72,76,4
199231,1936,421,72,72,0
230718,1614,363,72,72,0
192317,1182,405,72,73,1
230461,1810,376,72,72,0
179516,1858,377,72,72,0
204092,1218,397,72,73,1
239671,1863,406,72,78,6
228151,1905,401,72,75,3
213815,1728,386,72,74,2
221488,1936,405,72,72,0
183346,1969,410,72,72,0
242737,1831,392,72,72,0
227633,1899,410,72,75,3
215089,1884,396,72,72,0
199729,1963,417,72,72,0
193584,1826,385,72,72,0
204334,1094,394,72,72,0
212023,1803,371,72,72,0
215703,1747,376,72,77,5
244376,1756,388,72,77,5
198553,1946,407,72,72,0
214937,1908,411,72,73,1
223641,1582,348,72,76,4
228505,1273,411,72,80,8
184626,1779,360,72,72,0
196916,1915,395,72,72,0
215604,1811,397,72,72,0
223284,1826,386,72,72,0
226356,1943,415,72,75,3
230452,1830,391,72,72,0
230708,1490,325,72,78,6
193844,1923,397,72,72,0
205365,1818,383,72,72,0
213813,1958,413,72,73,1
165429,1904,393,72,72,0
231733,1804,381,72,75,3
192565,1820,370,72,72,0
213302,1804,381,72,72,0
223231,1933,401,72,72,0
242998,1772,385,72,77,5
198455,1996,421,72,72,0
230988,1913,401,72,74,2
245062,1751,379,72,72,0
212045,2016,427,72,74,2
230441,1789,393,72,72,0
212226,1971,404,72,72,0
257025,1646,357,72,82,10
236033,1121,402,72,80,8
198145,1794,375,72,72,0
169216,1831,387,72,72,0
230477,1824,401,72,72,0
241708,1582,350,72,81,9
230188,1828,396,72,72,0
228908,1983,403,72,72,0
221740,1794,383,72,74,2
190507,1555,328,72,72,0
212778,1750,374,72,72,0
200746,1901,408,72,73,1
230185,1239,402,72,72,0
239106,1913,404,72,74,2
223017,2030,423,72,72,0
210985,1909,405,72,73,1
220968,1916,418,72,75,3
219688,1619,351,72,72,0
234791,1698,374,72,75,3
215079,1988,410,72,72,0
193062,1950,420,72,72,0
226086,1817,403,72,72,0
186405,1862,396,72,72,0
242725,1938,420,72,79,7
230181,1874,392,72,72,0
228645,1951,411,72,73,1
195620,1991,426,72,72,0
233730,1910,407,72,76,4
239875,1837,384,72,72,0
237604,1643,363,72,79,7
236038,1803,403,72,78,6
253695,1737,383,72,76,4
206506,1934,407,72,72,0
239272,1154,393,72,75,3
235432,1757,386,72,78,6
246183,1887,406,72,77,5
226215,1851,393,72,72,0
209063,1582,338,72,72,0
203431,1892,409,72,72,0
202151,1958,411,72,72,0
229542,1038,389,72,74,2
223654,1875,394,72,78,6
205478,1710,371,72,72,0
246790,1784,387,72,72,0
228614,1801,408,72,73,1
251139,2002,429,72,72,0
222982,1813,372,72,74,2
212230,1821,370,72,72,0
206086,1844,392,72,75,3
194053,1528,323,72,72,0
245253,1890,397,72,80,8
229637,1179,406,72,73,1
217605,1897,401,72,72,0
216325,1238,404,72,76,4
211461,1775,364,72,72,0
206085,1912,412,72,73,1
258308,1540,341,72,78,6
207876,1988,426,72,72,0
186115,1929,409,72,72,0
253220,1884,406,72,72,0
222464,1275,411,72,78,6
235812,1724,372,72,72,0
230483,1793,374,72,72,0
192537,1853,379,72,72,0
184089,1789,366,72,72,0
232729,1853,400,72,72,0
232869,1689,379,72,73,1
196952,1833,386,72,72,0
195671,1722,353,72,72,0
251990,1755,366,72,82,10
241750,1786,377,72,73,1
213846,1771,376,72,72,0
254548,1839,401,72,82,10
253012,1335,409,72,85,13
185172,1090,390,72,72,0
139860,1754,355,72,72,0
143699,1983,415,72,72,0
205594,1954,417,72,72,0
201043,2028,422,72,72,0
222546,1057,396,72,73,1
183632,1971,403,72,72,0
246608,1885,403,72,78,6
234832,1682,378,72,73,1
219984,1871,394,72,73,1
234319,1878,406,72,80,8
256035,1761,386,72,84,12
246606,1813,397,72,83,11
239950,1907,402,72,77,5
230222,1859,392,72,72,0
225614,1838,397,72,78,6
213582,1828,377,72,72,0
258585,1006,387,72,79,7
193870,1173,398,72,72,0
213530,1810,386,72,72,0
256287,1842,397,72,84,12
229155,1903,406,72,76,4
229658,1841,402,72,72,0
215331,1844,397,72,72,0
230434,1878,397,72,72,0
244257,1802,394,72,82,10
235553,1477,320,72,73,1
235297,2038,436,72,75,3
232225,1626,360,72,77,5
230433,1674,358,72,72,0
205601,1772,366,72,72,0
239136,1766,385,72,80,8
230176,1191,405,72,72,0
219680,1508,326,72,74,2
233250,1843,389,72,76,4
234015,1754,362,72,72,0
232477,1914,414,72,73,1
251675,1975,422,72,76,4
172316,1933,399,72,72,0
189468,1953,416,72,72,0
230429,1728,367,72,72,0
230685,1935,401,72,72,0
186140,1724,364,72,72,0
239645,1813,381,72,73,1
204830,1799,383,72,72,0
214302,1960,415,72,75,3
216351,1965,408,72,72,0
219167,1849,384,72,72,0
229148,1880,412,71,71,0
236316,1822,396,71,79,8
198429,1845,394,71,71,0
207645,1789,384,71,71,0
245021,1748,372,71,80,9
215070,1626,349,71,72,1
220702,1888,401,71,74,3
221982,1663,353,71,76,5
229150,1801,394,71,77,6
236830,1896,403,71,77,6
258846,1774,369,71,80,9
237055,1669,366,71,74,3
194334,1627,355,71,71,0
209695,1877,399,71,72,1
240671,1624,357,71,79,8
208160,1897,396,71,71,0
262908,1548,340,71,77,6
236287,1747,371,71,72,1
231423,1920,405,71,76,5
182270,1181,407,71,71,0
190461,1867,396,71,71,0
251901,1613,367,71,76,5
220925,1954,410,71,72,1
182043,1160,383,71,71,0
216860,1672,364,71,75,4
213777,1941,411,71,75,4
251673,1021,379,71,71,0
176920,1769,373,71,71,0
188154,1962,399,71,71,0
229654,1778,403,71,71,0
183573,1875,392,71,71,0
240661,1737,367,71,82,11
223765,1821,389,71,74,3
211221,1841,401,71,71,0
258580,1687,365,71,76,5
252692,1687,366,71,76,5
243988,1774,377,71,76,5
198420,1827,397,71,71,0
241171,1731,379,71,79,8
202515,1788,378,71,71,0
203537,1727,382,71,71,0
229648,1746,373,71,76,5
212240,1718,372,71,72,1
195087,1666,361,71,71,0
248831,1539,335,71,78,7
199191,1773,380,71,71,0
223255,1887,399,71,76,5
223511,1804,382,71,71,0
226583,1667,370,71,71,0
201240,1825,399,71,71,0
228120,1925,411,71,77,6
226811,1780,379,71,72,1
208700,1797,386,71,71,0
183546,1821,392,71,71,0
179687,1914,410,71,71,0
243945,1741,369,71,71,0
239593,1784,372,71,71,0
231913,1989,419,71,75,4
220649,1780,386,71,71,0
244456,1507,330,71,75,4
204776,1609,343,71,71,0
248295,1566,344,71,71,0
181479,1648,335,71,71,0
234727,1675,374,71,75,4
143587,1964,394,71,71,0
215015,1593,350,71,71,0
186598,1810,389,71,71,0
248550,1669,361,71,80,9
228838,1788,380,71,74,3
212197,1125,395,71,71,0
242916,1836,393,71,79,8
212196,1884,391,71,72,1
244963,1491,336,71,76,5
190697,1687,366,71,71,0
227562,1816,382,71,74,3
221931,1937,400,71,71,0
227819,1204,398,71,75,4
213746,1764,383,71,71,0
193264,1924,416,71,71,0
252144,1509,329,71,83,12
229360,1614,330,71,74,3
229104,1889,390,71,71,0
221168,1758,377,71,76,5
236015,1858,395,71,81,10
205295,1899,402,71,71,0
226286,1648,362,71,71,0
216302,1862,385,71,71,0
143598,1044,372,71,71,0
245741,1798,390,71,84,13
241389,1717,357,71,78,7
223212,1786,387,71,73,2
202220,1823,390,71,71,0
237291,1685,368,71,71,0
234731,1554,337,71,71,0
240099,1854,408,71,80,9
206307,1105,394,71,73,2
242162,1851,400,71,81,10
177922,1856,387,71,71,0
203782,1871,396,71,71,0
197382,1649,351,71,71,0
204549,1216,400,71,73,2
202501,1820,380,71,72,1
219652,1851,387,71,71,0
215556,1885,410,71,75,4
241923,1790,384,71,76,5
222467,1899,397,71,72,1
233986,1763,369,71,71,0
184290,1633,342,71,71,0
199170,1990,419,71,71,0
197890,1649,368,71,71,0
186881,1962,413,71,71,0
250881,1806,396,71,76,5
239617,1770,375,71,78,7
239361,1948,412,71,77,6
223489,1809,386,71,71,0
191488,1849,384,71,71,0
210950,1994,401,71,71,0
254470,1788,383,71,81,10
203783,1790,386,71,71,0
239367,1714,374,71,80,9
244706,1703,363,71,71,0
223458,1841,403,71,71,0
251105,1775,377,71,79,8
226273,1937,410,71,71,0
230368,1805,388,71,71,0
220128,1809,381,71,71,0
212192,1793,377,71,72,1
200672,1879,412,71,71,0
196318,1790,384,71,71,0
190430,1821,384,71,71,0
245214,1761,392,71,71,0
233231,1706,359,71,74,3
222986,1877,387,71,71,0
225289,1803,379,71,76,5
257288,1081,372,71,81,10
219912,1797,382,71,71,0
200968,1515,313,71,71,0
224242,1898,411,71,73,2
205812,1115,388,71,71,0
247802,1767,372,71,72,1
243526,1783,397,71,80,9
198474,1721,372,71,71,0
229705,1690,366,71,76,5
190536,1959,400,71,71,0
243016,1796,387,71,81,10
224584,1702,365,71,71,0
182343,1986,414,71,71,0
207431,1540,325,71,73,2
196935,1534,344,71,72,1
230470,1863,396,71,71,0
230211,1722,382,71,71,0
223302,1763,376,71,74,3
211014,1845,395,71,71,0
203590,1532,328,71,71,0
190021,1958,408,71,71,0
232517,1649,352,71,71,0
231749,1828,393,71,75,4
245572,1738,382,71,76,5
199236,1932,411,71,71,0
199157,1888,407,71,71,0
199413,1925,398,71,71,0
199669,1827,394,71,71,0
167669,1793,355,71,71,0
235002,1473,318,71,73,2
229882,1980,421,71,74,3
212474,1957,405,71,71,0
200698,1179,395,71,71,0
253177,1837,413,71,82,11
233977,999,391,71,71,0
232441,1060,387,71,71,0
222969,1739,370,71,71,0
220921,1671,369,71,73,2
220665,1559,341,71,75,4
213497,1696,361,71,74,3
238072,1887,405,71,76,5
198136,1837,394,71,71,0
255223,1764,382,71,83,12
234999,1084,391,71,75,4
233974,1001,362,71,71,0
230390,1593,346,71,71,0
233795,1809,401,71,79,8
209987,1270,403,71,74,3
214772,1932,408,71,71,0
251450,1681,362,71,75,4
202814,1814,402,71,71,0
263230,1786,381,71,81,10
244797,1761,378,71,78,7
224317,1785,377,71,71,0
219709,1803,382,71,74,3
240956,1760,377,71,79,8
219452,1818,394,71,76,5
250939,1135,387,71,71,0
227642,1880,404,71,72,1
211522,1569,322,71,72,1
212282,1890,396,71,71,0
230969,1916,410,71,72,1
158777,1138,390,71,71,0
211513,1890,398,71,71,0
207929,1800,380,71,71,0
205369,1905,393,71,72,1
243956,1731,376,71,71,0
232692,1957,412,71,71,0
229694,1804,393,71,71,0
237630,1681,369,71,82,11
172862,1779,368,71,71,0
242238,1723,394,71,80,9
138306,1808,382,71,71,0
247361,1807,393,71,82,11
213313,1902,403,71,74,3
202305,1919,408,71,71,0
188992,1964,415,71,71,0
243008,1960,412,71,72,1
235840,1058,385,71,76,5
204352,1516,338,71,72,1
245055,1830,393,71,80,9
244287,1829,393,71,78,7
237631,1725,368,71,76,5
232511,1767,379,71,71,0
232255,1898,405,71,71,0
225855,1934,403,71,72,1
211263,1606,349,71,72,1
205887,1761,372,71,73,2
190014,1870,396,71,71,0
236303,1776,386,71,74,3
142721,1161,378,71,71,0
232207,1619,352,71,78,7
237647,1897,402,71,74,3
206159,1768,379,71,71,0
246350,1809,366,71,81,10
233550,1878,403,71,74,3
232526,1789,388,71,76,5
230478,1772,368,71,71,0
221774,1654,355,71,71,0
204366,1819,386,71,72,1
191565,1821,374,71,71,0
251213,1838,396,71,72,1
236621,1656,344,71,72,1
220493,1728,371,71,73,2
215117,1838,393,71,71,0
237132,1846,385,71,78,7
233292,1540,329,71,73,2
225356,1739,371,71,71,0
230479,1821,370,71,71,0
199504,1944,414,71,71,0
243019,1603,358,71,82,11
217168,1784,379,71,72,1
233812,1775,389,71,76,5
207444,1860,404,71,71,0
204372,1780,369,71,71,0
200532,1903,398,71,71,0
185427,1216,407,71,71,0
233299,1712,364,71,75,4
232787,1937,413,71,71,0
191058,1894,399,71,71,0
242514,1085,380,71,72,1
226130,1825,393,71,75,4
239441,1725,385,71,80,9
201041,1809,390,71,71,0
254544,1830,392,71,84,13
236368,1806,391,71,75,4
230480,1690,357,71,71,0
252235,1625,360,71,80,9
200779,1736,373,71,71,0
239306,1852,401,71,79,8
204908,1739,359,71,71,0
252523,1891,414,71,80,9
178283,1205,410,71,71,0
214379,1660,371,71,71,0
224874,1840,389,71,71,0
227689,1949,417,71,72,1
213097,1773,381,71,71,0
211561,1660,352,71,71,0
247144,1938,405,71,74,3
242280,2053,431,71,82,11
232296,1770,383,71,76,5
230248,1677,373,71,71,0
211048,1830,392,71,71,0
203624,1824,376,71,71,0
191079,1550,331,71,71,0
234087,1880,397,71,80,9
203884,1607,350,71,72,1
216428,1684,364,71,71,0
250954,1616,354,71,84,13
222572,1085,380,71,78,7
243530,1551,348,71,82,11
238922,1852,406,71,74,3
237386,1837,391,71,79,8
230474,1707,367,71,71,0
206154,1983,413,71,71,0
200778,1838,409,71,71,0
188782,1534,321,71,71,0
200302,1900,388,71,71,0
194669,1958,411,71,71,0
257133,1758,373,71,81,10
176237,1787,376,71,71,0
213613,1895,398,71,73,2
207725,1568,342,71,71,0
188524,1206,405,71,71,0
253036,1727,369,71,83,12
244308,1749,392,71,76,5
247124,1870,396,71,78,7
220245,1965,404,71,72,1
224198,1842,396,71,76,5
25798,1593,326,71,71,0
115909,1814,367,71,71,0
240837,1832,395,71,72,1
235717,1854,393,71,79,8
214031,1408,306,71,71,0
223685,1660,359,71,71,0
212933,1675,362,71,71,0
138949,1573,326,71,71,0
254660,1828,385,71,82,11
234180,1776,383,71,71,0
230340,1908,405,71,71,0
211908,1287,409,71,72,1
190915,1783,375,71,71,0
248003,1493,333,71,73,2
160195,1774,376,71,71,0
223686,1178,400,71,75,4
230342,1823,381,71,71,0
233045,1709,372,71,78,7
232390,1846,390,71,72,1
18122,1100,379,71,71,0
200138,1667,365,71,72,1
182473,1917,408,71,71,0
247497,1524,342,71,85,14
242633,1842,406,71,80,9
237257,1882,394,71,75,4
198857,1562,343,71,71,0
237256,1820,393,71,75,4
216520,1953,409,71,71,0
176071,1839,374,71,71,0
235719,1906,406,71,76,5
231111,1594,356,71,72,1
229319,1631,358,71,74,3
217287,1933,394,71,73,2
236998,1991,415,71,76,5
211907,1983,408,71,71,0
201155,1816,384,71,71,0
253378,1591,344,71,84,13
239810,1989,416,71,83,12
209597,1520,331,71,72,1
203965,1818,385,71,71,0
186556,1879,404,71,71,0
241499,1701,365,71,71,0
230235,1814,387,71,71,0
251994,1881,388,71,74,3
213337,1932,399,71,73,2
243032,1599,351,71,82,11
219736,1141,388,71,75,4
180823,1852,400,71,71,0
206423,1539,334,71,72,1
261206,1783,385,71,74,3
240982,1858,393,71,72,1
239446,1748,374,71,77,6
208470,1839,381,71,71,0
221629,1764,385,71,71,0
224189,1878,395,71,72,1
163261,1836,380,71,71,0
220609,1963,408,71,74,3
232898,1834,387,71,76,5
224962,1766,373,71,72,1
223426,1638,361,71,71,0
259265,1860,394,71,71,0
192449,1933,413,71,71,0
233409,1726,380,71,79,8
204737,1849,396,71,71,0
211903,1894,404,71,71,0
231360,1925,407,71,74,3
231104,1607,360,71,74,3
242879,1071,389,71,87,16
230335,1866,393,71,71,0
226495,1685,380,71,72,1
214463,1872,388,71,71,0
211559,1904,397,71,71,0
202087,2001,395,71,71,0
243558,1762,375,71,74,3
224146,1807,392,71,71,0
199570,1892,398,71,71,0
253073,1795,389,71,76,5
244625,1864,405,71,78,7
232081,1881,415,71,73,2
225681,1563,334,71,71,0
211857,1897,417,71,72,1
208017,1704,351,71,71,0
244112,1708,371,71,76,5
235152,1736,369,71,81,10
230800,1677,362,71,78,7
222352,1751,373,71,76,5
190607,1762,368,71,71,0
216463,1891,400,71,76,5
193422,1763,370,71,71,0
214158,1750,373,71,71,0
212626,1765,381,71,73,2
225682,1784,384,71,71,0
236696,1771,381,71,77,6
207507,1735,368,71,71,0
242069,1915,409,71,78,7
235413,1098,377,71,78,7
201877,1694,365,71,73,2
255380,1833,395,71,77,6
245396,1583,349,71,82,11
201876,1855,393,71,72,1
199572,1957,411,71,71,0
240787,1901,396,71,84,13
239763,1639,365,71,80,9
231571,1692,367,71,72,1
230291,1740,373,71,71,0
229011,1800,386,71,76,5
221587,1880,396,71,71,0
237440,1624,358,71,78,7
208019,1541,336,71,73,2
192397,1167,384,71,71,0
235405,1600,348,71,78,7
215181,1840,393,71,71,0
229260,1748,391,71,71,0
203910,1921,398,71,71,0
252293,1775,405,71,80,9
190084,1864,383,71,71,0
164484,1160,388,71,71,0
239491,1687,376,71,74,3
230019,1899,402,71,71,0
214659,1415,306,71,72,1
212099,1938,407,71,74,3
188802,1844,377,71,71,0
230786,1886,391,71,82,11
177537,1809,379,71,71,0
240257,1793,384,71,73,2
169345,1951,398,71,71,0
219777,1772,378,71,72,1
143745,1958,393,71,71,0
230278,1815,381,71,71,0
178566,1063,392,71,71,0
223879,1752,371,71,71,0
221323,1577,344,71,78,7
204684,1934,418,71,71,0
200588,1736,377,71,71,0
200332,1104,390,71,72,1
182411,1807,380,71,71,0
246667,1539,339,71,76,5
178571,1226,382,71,71,0
3467,1775,375,71,71,0
234376,1856,397,71,74,3
252042,1647,358,71,84,13
171146,1296,401,71,71,0
199562,1848,380,71,71,0
234889,1828,399,71,76,5
230281,1808,364,71,71,0
202889,1803,383,71,72,1
236695,1881,407,71,78,7
184472,1914,405,71,71,0
242534,1912,407,71,81,10
199776,1712,354,71,71,0
231007,1924,402,71,71,0
236382,1856,401,71,71,0
200798,1178,388,71,71,0
234333,1702,366,71,76,5
233053,1895,404,71,78,7
225629,1956,408,71,75,4
220509,1613,353,71,74,3
240988,1676,365,71,78,7
239964,1784,389,71,74,3
172198,1139,404,71,71,0
232358,1727,376,71,71,0
228518,1664,361,71,76,5
228517,1911,421,71,76,5
220837,1865,411,71,71,0
211365,1861,401,71,72,1
231263,1668,357,71,77,6
188000,1889,395,71,71,0
200857,1888,390,71,71,0
226401,1773,369,71,76,5
260965,1693,375,71,76,5
191333,1915,413,71,71,0
246885,1948,420,71,77,6
214373,1159,381,71,71,0
211557,1619,359,71,72,1
167524,1858,391,71,71,0
213092,1697,362,71,72,1
205156,1892,406,71,71,0
261987,1755,370,71,83,12
242019,1657,363,71,76,5
173155,2013,427,71,71,0
194146,1563,333,71,71,0
176993,1720,353,71,71,0
237153,1945,416,71,75,4
233057,1874,393,71,76,5
209061,1801,387,71,71,0
248484,1524,346,71,82,11
245156,1556,338,71,75,4
209828,1878,398,71,72,1
220061,1443,319,71,71,0
212381,1728,359,71,72,1
191388,1834,396,71,71,0
253340,1855,390,71,71,0
251292,991,375,71,75,4
242075,1813,388,71,82,11
213659,1811,398,71,75,4
189338,1816,374,71,71,0
238490,1689,360,71,77,6
230298,1785,371,71,71,0
220826,1626,344,71,71,0
220058,1150,391,71,74,3
219546,1741,380,71,74,3
237209,1669,357,71,74,3
203161,1428,322,71,71,0
220829,1714,363,71,71,0
233885,1725,377,71,82,11
184477,1643,335,71,71,0
229537,1616,345,71,76,5
134820,1799,368,71,71,0
216483,1725,386,71,73,2
186274,1993,419,71,71,0
229282,1716,368,71,71,0
189857,1885,387,71,71,0
255137,1853,400,71,78,7
245152,1754,383,71,84,13
230302,1772,361,71,71,0
242335,1776,388,71,74,3
234399,1793,378,71,77,6
232607,1605,343,71,73,2
205983,1932,413,71,71,0
262815,1792,401,71,71,0
191390,1891,407,71,71,0
234698,1736,366,71,71,0
239904,1590,356,71,73,2
241872,1566,340,71,78,7
220620,1811,398,71,72,1
253912,1674,372,71,71,0
198617,1752,371,71,71,0
195033,1875,404,71,71,0
205530,1297,411,71,71,0
216282,1678,366,71,74,3
230362,1790,388,71,71,0
239322,1452,313,71,71,0
155355,1846,389,71,71,0
234203,1790,373,71,78,7
241115,1732,357,71,75,4
124635,1863,385,71,71,0
202716,1767,363,71,71,0
259036,1868,400,71,82,11
196316,1122,388,71,71,0
217565,1530,328,71,73,2
217821,1738,385,71,72,1
215262,1792,375,71,71,0
222430,1824,389,71,71,0
234624,1818,402,71,71,0
212608,1756,381,71,71,0
251775,1936,416,71,76,5
165247,1351,404,71,71,0
220031,1695,359,71,75,4
246398,1047,377,71,77,6
110974,1223,406,71,71,0
241278,1856,393,71,80,9
222590,1742,372,71,74,3
199550,1610,346,71,71,0
188541,1941,415,71,71,0
237784,1930,413,71,71,0
208856,1859,397,71,71,0
233943,1890,410,71,79,8
216530,1717,362,71,71,0
244428,1925,409,71,75,4
200653,1596,342,71,71,0
203725,1739,375,71,71,0
235981,1882,403,71,73,2
190669,1132,383,71,72,1
210126,1870,383,71,71,0
219174,1830,389,71,71,0
216270,1962,416,71,72,1
189390,1910,399,71,71,0
215247,1819,381,71,73,2
235983,1900,396,71,79,8
246388,1488,324,71,79,8
182224,1320,408,71,71,0
237522,1591,337,71,82,11
230359,1895,398,71,71,0
241362,1873,408,71,71,0
212947,1725,374,71,71,0
234195,1955,413,71,74,3
190931,1725,350,71,71,0
210644,1804,379,71,72,1
232148,1818,391,71,73,2
226773,1851,404,71,76,5
177621,1200,404,71,71,0
184789,1674,345,71,71,0
204246,1102,387,71,73,2
258262,1841,390,71,76,5
263383,1842,399,71,79,8
217047,1703,355,71,71,0
244349,1634,355,71,82,11
242045,1902,410,71,78,7
220029,1823,383,71,74,3
229496,1583,339,71,71,0
230516,1548,326,71,71,0
238196,1763,387,71,80,9
243828,1872,394,71,82,11
240507,1863,387,71,81,10
234875,1735,369,71,72,1
223867,1895,392,71,73,2
224378,1389,311,71,72,1
223866,1842,386,71,80,9
233849,1741,376,71,72,1
230521,1729,366,71,71,0
218745,1992,418,71,76,5
214393,1838,406,71,71,0
230776,1494,329,71,73,2
201335,1779,376,71,71,0
195698,1924,403,71,71,0
193910,1888,397,71,71,0
255862,1674,363,71,82,11
179574,1737,358,71,71,0
232054,1745,387,71,71,0
220534,1745,365,71,77,6
208502,1807,386,71,71,0
142966,1820,371,71,71,0
207734,1958,407,71,72,1
193909,1812,378,71,71,0
243061,1755,387,71,77,6
235125,1790,388,71,77,6
216437,1506,330,71,73,2
202101,1726,360,71,71,0
228980,1856,394,71,72,1
192114,1694,357,71,73,2
215165,1907,403,71,71,0
252961,1653,368,71,85,14
243580,1763,390,71,81,10
204412,1971,410,71,71,0
215334,1714,355,71,71,0
210214,1872,389,71,71,0
225317,1835,386,71,75,4
207653,1793,383,71,71,0
201509,1926,406,71,71,0
223524,1433,308,71,72,1
210468,1630,335,71,72,1
181795,1790,385,71,71,0
244259,1650,360,71,74,3
214562,1674,369,71,71,0
206626,1762,379,71,71,0
211489,1823,383,71,71,0
188274,1713,368,71,71,0
202017,1750,386,71,71,0
198177,1760,385,71,71,0
241696,1913,418,71,75,4
208769,1907,395,71,71,0
243055,1829,396,71,80,9
207472,1893,402,71,71,0
164464,1779,368,71,71,0
220529,1898,402,71,76,5
230257,1922,401,71,71,0
230513,1792,374,71,71,0
183921,1916,396,71,71,0
227186,1144,390,71,76,5
252018,1853,408,71,79,8
240332,1698,362,71,81,10
184436,1222,410,71,71,0
189899,1646,329,71,71,0
200715,1078,386,71,73,2
238008,1438,322,71,74,3
199353,1934,401,71,71,0
224442,1107,387,71,76,5
235450,1752,370,71,81,10
204731,1855,393,71,71,0
233147,1996,420,71,71,0
202940,1833,381,71,71,0
230332,1110,392,71,74,3
223498,1890,408,71,78,7
241162,1781,380,71,78,7
257290,1866,401,71,83,12
192778,1862,391,71,71,0
262411,1985,420,71,76,5
163083,1564,317,71,71,0
242359,1483,323,71,76,5
232459,1733,373,71,75,4
225995,1865,402,71,75,4
183820,1811,375,71,71,0
158221,1769,365,71,71,0
229901,1495,323,71,79,8
245261,1795,380,71,72,1
189709,1608,334,71,71,0
233230,1712,370,71,80,9
244238,1829,397,71,79,8
250797,1031,380,71,71,0
230316,1784,385,71,71,0
254891,1736,389,71,74,3
242603,1546,343,71,80,9
224440,1113,382,71,75,4
216750,1267,388,71,71,0
221367,1804,384,71,72,1
185010,1704,348,71,71,0
204215,1931,417,71,71,0
202678,1814,399,71,71,0
184501,1892,401,71,71,0
240309,1874,394,71,71,0
240053,1896,406,71,71,0
221621,1490,312,71,71,0
238004,1783,391,71,77,6
222644,1921,407,71,71,0
210868,1902,395,71,71,0
208564,1930,407,71,71,0
233139,1738,376,71,77,6
221875,1885,394,71,71,0
148403,1933,399,71,71,0
257713,1805,396,71,81,10
241070,1597,356,71,77,6
188337,2105,444,71,71,0
247729,1862,398,71,80,9
244401,1548,351,71,80,9
213937,1916,391,71,71,0
212401,1698,369,71,71,0
256688,1953,429,71,78,7
204464,1977,408,71,72,1
182959,1032,378,71,71,0
228271,1787,389,71,71,0
217007,1771,380,71,71,0
216751,1645,353,71,71,0
214191,1640,356,71,71,0
209839,1811,375,71,73,2
230315,1040,387,71,71,0
192938,1772,376,71,71,0
242602,1763,404,71,82,11
243497,1581,351,71,81,10
203568,1848,402,71,71,0
176942,1787,380,71,71,0
199982,1792,384,71,71,0
244269,1655,367,71,77,6
241197,1584,340,71,78,7
219181,1924,400,71,71,0
144429,1932,398,71,71,0
185132,1827,386,71,71,0
234028,1774,372,71,71,0
219180,1654,346,71,74,3
240683,1899,410,71,80,9
234795,1856,397,71,78,7
228650,1804,375,71,74,3
224041,1306,403,71,75,4
213418,1714,376,71,75,4
177448,1719,354,71,71,0
258343,1978,421,71,78,7
232230,1863,399,71,72,1
229158,1960,417,71,74,3
221990,1415,301,71,72,1
220198,1771,376,71,74,3
243402,1730,379,71,74,3
248266,1771,387,71,79,8
256970,1773,367,71,84,13
