ID,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal
225974,60,33,44,45,68,83
228790,82,37,59,68,62,70
242614,61,46,52,56,69,78
250807,75,69,64,73,36,65
203485,66,43,60,64,70,71
211384,90,69,59,73,35,63
257208,82,68,63,73,17,60
223929,82,71,60,69,27,71
182713,34,27,51,40,72,70
224186,46,51,49,47,70,80
231098,70,33,54,64,69,77
261050,78,61,63,76,31,44
215995,52,50,60,63,70,83
245428,79,32,62,70,64,61
239475,70,58,65,73,70,68
251763,80,67,66,69,33,61
202356,67,51,59,62,68,74
194934,70,67,64,72,51,67
177782,37,68,73,67,65,71
242294,67,56,66,70,67,64
105846,71,65,66,71,24,70
169078,69,66,71,73,51,62
193141,65,50,65,62,69,78
250997,61,49,66,65,69,73
244853,81,69,65,72,44,63
243573,70,61,62,75,29,71
177525,71,65,68,71,66,75
237429,51,31,50,46,72,75
226677,70,69,70,73,65,76
247412,77,35,61,68,69,70
247156,81,53,59,68,66,64
239732,81,62,66,68,69,80
229236,69,42,62,69,69,69
225908,67,33,53,56,71,72
224187,81,70,63,74,49,74
261307,83,65,60,75,37,56
219836,69,68,64,72,43,68
208581,79,67,67,72,34,69
213445,68,70,69,73,34,61
242629,67,30,64,66,68,68
256197,75,27,58,59,70,69
213702,77,64,70,73,34,62
233926,54,35,36,52,73,71
219591,45,27,47,55,72,70
230343,74,51,66,60,64,71
237255,81,33,47,52,69,76
248775,73,71,53,68,30,71
212424,53,54,69,68,65,68
215496,67,48,59,70,66,70
219848,69,43,61,60,72,66
237512,81,65,66,72,62,69
186568,67,63,70,71,66,69
188616,83,67,66,76,30,56
198601,83,62,64,71,41,69
261084,82,72,56,68,30,56
213189,64,73,54,65,50,80
242372,82,57,63,73,32,58
231868,71,70,57,71,23,63
228804,67,64,70,70,68,64
237245,63,30,49,56,69,76
245437,68,69,55,66,29,68
202686,74,70,63,70,44,62
219582,34,41,54,48,70,80
220862,67,68,54,65,38,84
237502,80,60,67,72,32,59
254910,73,66,67,71,40,60
224191,73,57,66,69,66,61
210880,84,49,62,65,63,77
219584,71,66,63,73,45,69
253376,78,34,52,59,70,72
219841,69,43,61,68,69,75
194753,53,58,71,71,70,71
262081,80,61,63,72,24,63
253890,82,44,64,67,63,70
208835,84,61,69,73,63,73
216003,83,61,69,73,37,61
224836,69,69,78,70,43,69
253251,66,48,62,59,68,71
241731,77,67,64,72,36,61
239708,70,68,60,71,22,69
192476,30,48,66,60,71,72
192732,61,67,69,70,65,68
253278,69,40,50,54,71,71
237662,72,61,69,64,64,71
214366,66,63,69,64,65,71
225117,77,58,70,72,62,67
218717,77,73,50,70,21,64
211037,55,58,60,64,67,75
259675,73,60,62,70,68,70
217813,69,64,61,73,45,73
253275,72,42,64,65,68,72
179547,68,67,66,71,55,70
255578,70,70,52,68,26,74
184154,68,66,68,69,61,75
246106,79,50,57,70,65,66
240730,81,66,62,76,25,59
225114,75,70,67,76,35,64
158810,39,67,72,68,68,68
235740,70,68,67,71,32,71
232156,86,65,62,69,50,71
228828,76,36,52,61,70,71
255963,66,55,68,70,67,62
235989,80,68,60,73,23,69
248021,70,37,46,53,70,76
198614,34,45,54,44,70,63
200918,80,65,69,71,42,66
214998,55,66,70,67,64,67
236758,74,68,63,71,38,68
204247,88,63,65,77,35,50
239575,49,33,48,50,67,78
189655,66,68,54,64,32,80
208088,41,43,66,65,66,68
229336,60,68,74,66,64,72
236760,61,59,67,75,60,58
244952,77,37,59,70,66,71
160217,64,71,62,73,41,71
206042,76,66,66,70,62,67
261082,69,59,67,71,59,62
189403,49,34,43,43,70,76
230233,75,50,65,70,63,72
211033,72,69,65,75,48,68
258648,68,39,60,64,69,66
234578,73,48,65,68,66,60
236369,62,32,47,46,70,77
236113,81,38,58,69,67,57
160081,65,47,68,56,67,71
258128,71,60,70,71,60,51
243792,75,62,69,73,43,54
209232,63,29,54,52,70,69
203344,64,74,47,68,24,52
252239,70,57,72,72,58,65
241487,85,69,64,69,38,64
230991,86,67,64,72,40,49
238924,71,70,49,64,35,81
254028,59,43,53,60,70,72
201549,64,70,60,67,31,67
224590,60,64,72,69,58,75
228942,75,57,65,67,64,76
255566,65,63,64,67,67,69
208719,70,63,64,77,51,74
225106,63,42,61,62,70,77
239186,80,64,61,73,28,69
245336,58,42,59,62,70,74
243538,75,63,64,73,32,70
242776,89,57,64,69,61,58
231512,74,41,59,67,69,74
223064,42,38,43,46,70,81
201304,81,69,63,72,48,74
256343,73,41,55,60,71,69
241238,70,62,70,72,62,67
236630,72,70,65,73,31,67
232278,78,63,65,72,26,65
230486,79,59,70,72,32,63
200278,67,51,61,60,70,76
183893,41,59,59,62,70,71
239701,75,62,66,78,48,60
232789,89,67,63,71,39,50
257876,65,61,70,69,68,68
213332,64,38,51,51,69,74
207956,79,62,64,72,68,80
197971,67,73,65,71,40,81
160213,67,66,65,69,46,54
214485,72,66,72,70,43,68
247106,88,61,67,74,58,69
246070,72,70,65,72,50,60
199738,54,35,63,63,68,78
233529,66,66,72,71,59,67
167993,66,68,66,69,54,72
226616,62,53,63,62,66,81
204344,85,64,64,74,25,51
201528,69,45,62,57,71,78
260407,84,68,61,75,30,64
226103,78,44,55,68,66,69
255487,74,65,66,72,58,72
223188,77,58,66,68,65,74
221695,70,63,70,73,66,74
193278,81,39,62,63,68,76
230398,40,43,43,47,70,70
215294,60,70,60,69,38,71
211966,79,47,61,67,67,69
208638,73,43,59,63,67,74
205054,68,65,65,66,67,74
224509,63,59,67,66,65,71
202810,70,67,59,73,44,68
159034,52,39,59,52,69,78
228410,72,69,67,72,42,70
199739,49,71,73,70,52,59
241474,78,62,62,73,39,65
258881,84,64,65,72,67,70
223553,72,65,66,74,27,54
206145,69,69,68,71,38,69
237376,79,63,64,68,63,67
227903,77,71,49,65,31,71
199487,34,40,60,56,69,78
247870,64,47,65,69,67,64
245054,76,61,69,69,57,66
242494,59,70,52,62,33,76
194365,59,69,67,71,51,67
206141,70,70,60,62,26,76
204349,65,71,67,70,33,74
233532,64,50,65,63,71,70
229692,70,66,74,73,60,67
230459,74,64,68,74,32,47
230203,64,52,63,57,72,64
217085,79,40,59,70,64,70
205565,49,37,52,42,69,84
248060,90,65,65,71,33,58
259788,77,56,59,69,69,77
214990,91,58,64,63,64,67
223694,65,52,62,63,68,74
232654,70,70,63,72,24,70
184271,63,68,69,70,71,78
201936,70,67,61,71,33,74
222160,77,46,63,71,67,70
229584,61,59,65,65,73,68
254928,77,50,62,63,68,75
263377,77,66,63,75,34,56
210129,82,66,66,66,64,69
204242,82,63,68,71,27,66
245714,80,63,66,71,37,53
257234,77,61,67,71,64,68
198611,67,69,63,68,48,74
202451,65,38,54,53,70,75
235987,65,52,61,69,68,69
198868,46,34,53,45,69,74
192205,33,50,64,58,69,72
246732,81,70,58,70,24,70
223740,57,55,73,62,66,73
226508,74,47,66,67,66,72
217852,72,69,66,74,49,67
215292,64,71,61,68,37,71
198908,67,58,63,63,70,74
244987,71,65,65,71,34,73
239099,62,50,62,65,67,70
230601,73,68,68,69,22,75
230857,78,68,62,72,26,61
239049,72,42,61,66,68,74
243401,83,63,62,75,27,56
248777,79,42,56,66,64,74
209610,70,53,67,65,69,68
224970,73,69,70,73,41,55
227530,63,38,60,61,69,79
244938,61,29,52,60,71,67
236747,78,64,68,74,37,58
239307,78,57,64,71,41,50
219852,66,32,51,63,72,70
230263,80,58,67,72,38,58
213839,53,68,57,71,31,70
247671,85,53,70,71,60,52
178319,40,52,66,66,68,68
228761,71,71,48,69,26,74
212121,65,61,67,66,69,74
203929,40,48,58,52,69,78
202905,82,69,58,66,34,81
230296,78,69,58,76,29,52
251287,72,59,67,73,67,65
205463,74,48,66,68,63,67
198039,72,66,66,73,35,71
186518,66,71,69,69,33,62
243350,87,47,60,75,61,59
165526,34,33,40,47,72,78
208534,54,40,49,57,71,70
228245,71,62,73,72,53,66
246164,68,53,53,56,68,80
245652,63,73,54,61,29,80
230292,86,68,56,76,31,44
220820,72,69,68,74,43,68
240019,81,70,61,74,22,64
221331,56,55,70,70,63,63
226706,79,57,64,73,39,52
247185,63,66,68,69,66,72
232593,80,69,59,68,25,68
225169,78,67,65,74,31,56
223633,79,47,66,68,64,67
212625,70,62,62,72,66,74
210833,81,62,62,73,55,56
197777,67,60,68,69,68,69
246928,74,60,69,71,41,51
237712,71,69,60,69,34,71
234905,84,71,67,71,31,67
246169,60,70,71,71,16,57
198554,64,70,54,67,33,67
193182,68,69,72,71,43,70
212129,61,46,52,49,71,78
198817,53,59,70,72,66,64
251511,69,68,62,72,49,70
241568,77,69,74,73,54,63
172960,61,71,59,67,31,67
220064,76,58,72,76,52,44
214944,37,64,68,64,68,63
201888,82,69,63,71,36,84
246431,83,62,63,72,33,50
244895,81,44,64,68,64,74
242079,67,63,69,68,69,62
240031,80,54,63,71,62,69
204447,50,33,47,49,71,71
232350,73,62,66,75,41,66
209818,79,36,61,69,67,66
232094,79,70,51,68,34,64
205214,81,70,65,71,41,75
236189,64,71,62,73,33,71
233884,66,56,65,67,65,80
216476,87,66,59,71,42,69
215708,65,51,60,64,68,82
237211,76,51,67,70,66,65
230299,64,73,59,68,29,58
53914,32,44,55,50,72,62
241050,71,70,67,70,26,70
240282,74,49,64,68,67,69
220314,72,66,61,73,42,68
216730,75,44,46,45,67,82
213136,70,44,58,58,71,71
240783,82,70,60,70,33,67
194149,64,64,67,71,69,79
240271,74,67,65,74,39,59
252037,73,70,46,72,22,63
246405,79,69,49,71,20,64
219525,83,63,64,72,36,64
242052,71,67,70,68,34,55
236164,48,70,74,70,36,63
214660,75,57,66,69,67,67
214404,43,24,41,39,71,79
246403,87,48,59,63,65,70
239747,75,69,54,69,24,63
230531,65,51,54,58,72,78
229251,80,59,62,63,66,77
150659,70,68,70,67,45,72
215391,34,46,56,55,72,83
193631,56,55,62,66,70,70
216416,78,44,60,69,67,67
234848,75,60,61,66,64,67
239200,71,60,67,70,62,70
192608,69,62,70,71,62,65
184417,69,70,69,68,67,74
252001,71,42,62,63,70,75
186977,54,35,51,44,68,75
259681,73,65,65,74,38,53
214882,54,32,44,44,70,81
222562,71,68,72,71,46,68
223843,67,68,69,69,41,70
230243,44,57,66,69,71,68
253283,79,63,65,74,27,61
206436,66,68,70,73,45,60
161636,34,60,75,65,65,66
202886,70,68,66,69,36,69
214918,55,72,69,71,47,73
234630,69,71,70,71,37,54
246666,72,40,59,74,67,58
236175,67,66,65,69,49,54
214415,69,65,60,74,46,70
212879,82,70,63,71,33,70
204687,74,57,63,66,65,72
264335,64,67,73,72,62,70
208014,60,43,50,54,70,76
242573,83,63,61,77,35,56
237453,85,70,54,65,38,71
184716,66,61,69,72,70,68
246155,80,56,63,67,65,68
211339,74,63,68,68,55,53
253322,76,63,68,68,66,68
251530,86,52,64,72,61,74
227978,75,59,66,76,49,60
242054,80,54,63,73,64,65
253321,64,56,65,59,70,73
183177,56,71,62,66,42,70
172425,35,28,41,51,71,72
233097,60,25,56,52,69,73
225673,64,42,54,56,67,81
212104,76,63,63,72,64,70
200840,71,36,50,59,70,80
191111,79,67,65,66,63,76
173703,60,52,63,64,68,79
229255,70,66,60,73,30,69
193414,73,63,70,70,62,67
245894,80,66,65,73,26,50
178310,76,32,49,54,73,71
223905,75,48,60,64,65,72
164769,51,71,59,67,33,69
215970,86,57,62,69,62,75
239778,68,70,68,68,65,73
162221,43,53,62,55,72,76
215213,74,72,75,70,44,68
188844,53,33,57,53,71,72
246444,75,55,63,65,70,72
222636,68,66,51,66,26,80
247723,76,56,68,68,48,53
170923,67,57,66,65,68,68
235947,69,71,73,70,46,58
232875,57,53,69,67,67,74
220075,72,69,68,70,67,75
233642,61,57,63,72,66,75
222634,72,68,64,74,35,62
233897,89,65,62,68,37,73
246696,81,31,46,53,70,75
231848,60,63,72,71,55,68
199848,48,64,64,66,66,72
205735,79,69,62,73,37,57
244390,76,72,65,72,45,72
204966,69,66,74,73,51,70
244389,86,69,59,76,31,43
237477,80,64,64,72,39,56
204709,66,71,64,71,47,72
247972,81,69,70,72,60,74
242084,71,66,66,74,27,69
225956,92,62,60,74,41,66
222116,84,60,63,71,64,63
234476,65,68,44,61,29,74
239340,36,27,44,49,70,75
244204,67,35,45,55,68,70
240045,68,64,66,68,67,72
189357,69,68,70,70,49,71
205998,74,57,61,71,68,77
242865,85,32,52,67,66,72
241588,60,63,63,71,63,58
238516,70,37,48,56,68,77
232884,72,68,67,72,44,59
202676,83,70,62,70,38,69
198836,53,58,70,69,70,69
253619,64,64,65,67,63,58
232883,70,62,70,72,67,65
225203,71,69,71,71,39,71
199347,40,39,48,42,71,75
221618,79,71,55,71,24,67
142258,68,70,63,69,45,73
193201,76,67,68,73,63,69
255409,75,70,62,69,32,74
167601,68,59,62,60,70,73
214190,68,67,64,70,43,72
163761,45,36,45,51,72,63
208817,57,66,71,68,66,71
143025,70,47,72,70,65,65
209840,68,35,49,53,69,73
241071,72,57,68,75,65,62
233647,48,39,45,44,70,83
225455,70,70,65,75,32,63
225199,74,61,70,73,59,52
219823,69,73,49,63,28,56
258478,78,67,67,68,60,69
254894,71,72,56,68,31,65
235950,74,70,46,67,27,70
228782,65,58,66,66,67,73
155885,70,68,69,74,44,55
244205,71,71,66,74,27,65
210926,34,46,74,65,67,55
198394,75,67,67,70,41,58
189430,71,67,53,76,40,69
152567,55,63,63,63,71,76
232183,85,32,57,68,67,70
233207,88,58,60,68,62,72
246263,77,36,52,69,67,75
257271,64,52,64,67,67,68
239096,50,36,57,59,71,70
199417,67,67,68,74,38,70
214777,69,69,63,68,26,69
221433,60,57,70,71,68,66
225785,82,56,59,75,24,55
232185,80,51,60,70,65,63
195065,45,68,75,70,47,67
205818,72,54,68,72,64,69
242934,67,71,68,74,50,69
217082,54,30,44,45,70,78
230394,82,61,65,73,37,63
233978,66,45,61,53,70,61
254714,71,66,65,72,35,73
200443,64,64,72,67,67,63
235515,85,65,65,70,33,61
219812,73,69,66,71,30,55
256675,86,68,59,77,29,56
182435,71,68,53,72,27,70
246947,62,56,66,67,68,63
142499,55,61,71,65,64,72
247458,72,53,61,74,65,69
246690,69,69,52,68,22,64
246006,69,54,62,68,65,71
248053,75,57,61,67,66,62
230382,69,49,57,57,68,75
212466,73,67,66,71,47,62
225775,75,35,54,65,67,71
228591,73,42,63,64,67,73
230383,48,45,56,47,73,66
241135,77,36,58,73,68,67
245999,79,65,65,69,37,64
246255,69,54,66,67,70,55
247279,68,68,50,65,29,81
228080,71,60,67,72,65,75
242160,78,38,56,62,70,74
179696,61,60,65,70,67,74
200689,79,65,65,67,67,78
236529,70,59,67,75,62,68
251377,75,65,66,75,60,69
213490,72,64,68,73,44,61
164853,70,67,76,67,42,70
236530,69,59,64,73,65,65
237554,62,33,53,61,71,75
178418,49,49,58,59,73,67
252146,74,52,60,65,67,62
225779,51,43,69,63,66,73
230387,61,34,47,39,70,77
241651,73,67,61,71,26,72
246771,71,67,67,71,52,61
193267,60,26,52,61,72,66
205556,62,32,53,59,69,76
148212,69,66,64,69,34,74
163828,64,73,62,69,30,71
234740,76,65,65,77,42,60
237156,77,40,61,71,67,66
242336,64,66,68,73,53,43
235123,53,56,67,66,67,70
185199,62,73,51,65,30,73
199282,54,50,56,61,68,76
236145,67,56,71,61,68,68
221553,69,70,49,64,29,68
211057,77,67,66,71,51,68
209521,62,49,56,62,71,75
199537,68,58,64,61,70,78
237424,64,61,68,72,59,65
226928,68,51,67,67,68,68
229487,86,44,60,67,71,68
171378,68,63,65,66,66,74
224367,40,34,49,47,69,77
253294,80,37,50,59,65,86
243821,72,65,69,69,32,60
190058,57,73,63,70,42,71
187498,66,71,70,68,37,61
237670,73,68,70,74,43,59
245354,69,64,69,73,57,62
232810,72,44,61,65,63,69
163186,55,66,66,66,69,75
215155,69,64,69,72,65,66
190589,68,65,68,70,65,72
241536,82,64,65,72,34,65
241790,77,61,63,70,44,70
177790,57,48,56,60,68,79
183422,57,68,67,70,69,72
258942,82,63,65,76,35,53
212095,59,42,58,45,70,69
214911,73,60,63,66,66,78
235135,89,67,65,69,30,60
221312,69,33,53,57,68,76
200065,40,37,54,49,70,78
231027,68,65,70,74,48,48
258433,74,58,68,73,65,70
216706,67,61,67,65,68,76
223618,79,64,67,75,40,68
164994,68,70,73,72,58,42
237442,73,34,54,61,72,68
242818,73,65,69,74,45,67
204163,66,42,52,57,66,86
236147,69,58,62,69,64,59
231530,77,73,65,72,40,61
225386,54,30,45,48,70,78
210538,52,68,74,68,65,65
248698,71,30,50,52,71,72
236668,80,44,64,62,62,67
209532,69,67,68,71,43,65
194171,74,70,68,73,38,64
181371,49,67,70,72,65,76
224891,76,50,61,68,66,76
208507,72,69,67,72,49,68
259962,66,71,50,69,27,56
192634,67,67,69,70,65,66
173434,74,65,69,70,44,66
201066,63,66,70,71,57,68
235642,66,58,58,64,67,81
230522,83,57,72,74,39,48
230266,78,54,71,74,48,55
255353,78,60,66,78,57,61
222585,61,72,50,66,31,70
215417,72,66,62,74,45,68
224376,31,37,47,45,71,82
218744,74,68,70,72,52,68
248188,83,66,59,71,28,72
258685,77,69,57,71,25,69
194662,69,70,56,61,31,78
235623,79,67,66,69,46,64
236649,69,66,71,72,43,67
230249,56,44,64,55,66,71
222825,79,67,63,75,27,61
244584,69,66,73,71,23,71
214376,77,45,57,70,64,70
204136,53,69,61,68,58,69
219755,67,64,67,71,61,73
247148,50,26,45,45,70,80
209005,77,35,46,54,71,73
173671,34,37,49,48,70,78
229991,69,63,71,74,48,40
233520,75,62,63,75,39,53
259119,63,41,54,59,69,66
248878,58,37,56,50,69,72
258350,86,67,61,73,28,51
202799,80,63,65,71,27,51
204847,74,51,59,65,64,64
209711,46,30,45,41,69,75
217646,68,66,73,72,42,69
184624,60,70,53,62,39,62
205351,66,68,71,72,46,47
204846,70,69,63,73,27,65
260644,77,68,52,74,23,62
252060,65,67,64,68,65,69
245148,71,68,65,68,33,55
225692,69,34,56,66,66,65
204956,83,69,62,69,39,64
186267,75,54,64,67,61,71
243867,40,35,49,53,68,81
227995,68,64,70,73,59,60
188058,55,70,57,62,40,72
183706,65,71,68,63,33,76
205210,62,54,60,65,69,74
193945,65,56,62,65,69,75
183449,68,59,68,65,68,74
235673,48,31,53,51,73,71
164505,67,68,76,67,37,70
260248,76,71,51,69,22,69
243608,89,55,64,68,57,63
231320,62,38,53,61,69,70
209304,84,61,61,71,30,45
208024,58,28,54,59,68,77
229271,75,69,60,70,32,62
210583,47,70,71,72,56,65
218013,88,63,60,68,49,63
198437,78,68,51,68,30,69
138798,67,68,72,67,34,70
209701,66,41,62,64,67,71
198190,63,54,64,68,68,73
255533,70,48,63,67,68,75
245293,62,63,69,68,65,66
224045,64,72,54,70,21,66
207916,73,60,67,68,63,76
183339,76,69,66,67,59,76
255529,73,70,54,69,22,66
242217,72,59,64,66,66,78
216105,71,61,60,57,65,70
244264,69,66,67,69,62,77
240168,61,71,54,67,27,70
236072,62,47,59,63,69,68
211240,82,61,64,73,40,56
246055,84,59,59,70,63,63
230439,65,50,69,63,70,68
214567,74,72,47,67,29,59
224049,74,40,59,65,68,76
202535,79,66,63,70,23,67
236838,68,66,69,73,64,65
227622,56,54,68,72,52,67
213030,42,55,66,71,65,65
223793,63,58,64,63,67,74
239816,70,69,66,71,32,67
231985,69,51,62,67,65,73
242527,68,30,45,51,68,77
221793,77,66,63,71,31,57
221281,50,32,53,56,70,72
188768,54,55,62,65,68,73
240992,69,65,71,70,65,67
237152,74,60,66,70,41,64
221024,58,42,57,57,71,71
208480,68,64,66,68,71,74
204895,69,66,67,68,33,79
253281,80,61,64,72,41,56
254814,63,47,58,58,68,77
243806,75,70,46,67,37,74
212830,89,60,64,69,34,55
209758,62,41,58,50,70,72
190557,57,68,74,68,65,73
245341,66,60,66,70,58,65
233565,83,64,58,71,32,54
233825,71,68,59,69,30,71
199266,64,67,63,70,43,72
248113,90,57,63,75,35,53
254310,69,33,59,59,70,68
190311,76,68,56,68,38,68
184167,70,68,63,70,47,68
240743,75,67,63,75,32,53
165735,65,65,66,70,54,73
218471,78,64,67,72,59,73
261478,77,68,59,68,34,67
254822,88,59,64,67,67,72
253030,69,61,66,68,64,64
223074,75,66,65,74,31,54
186982,70,63,71,70,65,67
244582,63,63,68,70,52,65
239717,72,44,68,66,64,60
250723,71,57,66,74,63,70
245347,47,26,47,48,70,71
211299,72,63,73,72,41,67
237410,75,61,60,67,65,70
223581,56,59,68,64,65,62
156253,70,66,66,71,56,69
198749,68,59,65,69,68,70
235827,78,66,63,69,57,61
208437,51,69,72,68,51,81
201013,54,70,57,63,32,70
190772,57,42,62,60,69,74
230196,66,44,58,53,68,66
210484,70,64,69,69,59,70
204084,72,53,62,62,62,75
242995,78,47,57,66,66,67
199574,68,67,62,72,38,67
258908,52,46,54,58,70,72
223283,59,69,47,66,31,73
214323,64,51,60,66,68,68
210739,73,65,70,70,61,70
189234,63,70,71,69,65,63
253234,67,70,70,65,34,52
205618,66,31,62,64,68,71
190769,67,67,63,71,31,69
243253,69,61,66,74,53,61
248117,77,68,69,72,40,60
214326,37,40,49,55,70,75
223030,61,69,66,66,65,81
245084,73,49,59,72,63,68
230747,83,62,61,70,62,59
228699,47,36,58,59,67,75
216155,86,65,58,70,36,61
189530,66,56,63,67,69,66
241498,85,62,66,68,36,67
230490,70,65,71,70,46,63
229466,89,67,61,70,26,78
246617,71,62,69,70,66,67
230489,72,65,65,75,25,58
229209,80,64,60,72,39,71
210521,64,70,55,63,40,69
198489,71,64,66,70,62,75
236599,86,68,64,75,38,58
171574,68,71,64,69,47,66
233366,77,61,63,70,62,68
240526,78,61,65,74,28,59
253077,64,60,61,65,64,74
220847,75,67,66,69,63,67
232894,66,24,55,49,68,73
176062,47,65,73,66,55,68
243390,82,54,59,76,33,53
188094,70,68,69,69,55,68
255934,53,63,64,65,63,78
205759,70,65,60,72,38,66
215487,74,67,58,69,31,73
229294,57,30,42,41,70,75
183743,66,69,65,71,55,68
222382,68,65,70,72,62,57
214957,63,70,59,66,36,62
202157,77,62,64,71,65,68
185260,52,70,67,70,31,73
234924,91,64,62,70,23,55
246443,52,37,48,51,70,74
232107,71,65,58,72,41,64
231614,83,63,65,68,40,76
230334,65,53,64,56,68,69
214718,86,63,61,72,47,55
213694,79,67,62,71,33,61
246192,62,58,67,66,66,74
244656,69,67,63,72,24,66
254895,42,44,46,46,69,81
243887,79,66,66,69,57,65
242351,71,60,67,69,64,61
232879,54,56,68,67,68,68
232623,71,61,67,65,63,73
213948,80,58,65,73,52,48
223676,82,61,64,68,62,63
234172,80,52,56,64,62,79
246716,66,52,59,61,70,74
257980,78,64,63,71,34,60
199101,67,69,63,67,51,69
206269,68,49,66,69,66,67
213693,79,61,67,74,58,65
239807,74,68,68,72,61,66
252095,54,33,49,55,69,74
237745,53,56,66,65,68,71
239814,71,28,51,54,67,77
202693,67,66,61,65,65,80
234949,82,66,65,73,35,58
236997,64,51,61,67,67,77
197062,64,48,56,61,68,78
211398,73,64,59,72,43,70
215750,65,68,68,70,31,62
229574,53,31,58,63,70,71
214727,76,67,63,70,43,70
188607,70,65,70,68,63,72
223175,71,68,62,73,34,64
229831,67,47,61,67,67,60
239303,76,67,56,70,39,69
246471,69,68,48,64,31,72
255943,93,65,57,68,32,59
206536,68,60,61,62,67,82
229064,78,46,57,66,66,79
244932,71,74,69,69,32,62
232900,85,68,52,69,22,69
216260,85,61,61,71,52,71
254659,62,61,67,71,60,69
206272,68,69,65,69,50,68
214208,58,45,64,65,63,75
234688,72,63,71,71,39,57
243392,93,57,64,71,37,49
193728,67,63,69,73,57,69
234945,41,56,66,68,64,73
236993,82,62,59,68,62,72
239041,73,64,66,66,45,68
251585,71,68,51,64,21,67
253377,67,36,48,50,70,72
255169,67,71,49,68,21,63
250818,76,69,58,66,27,70
213699,73,69,44,67,29,69
18115,57,51,56,56,70,71
239043,80,68,60,72,24,66
214193,77,39,59,60,64,74
240561,67,60,72,70,44,58
184469,59,69,68,67,65,70
244110,80,67,64,73,37,69
236944,87,64,60,74,24,42
262800,77,69,50,69,21,67
238223,73,72,64,67,33,67
235151,67,54,63,67,66,75
234383,72,66,62,74,37,64
233871,70,68,66,69,66,71
231823,55,29,51,58,69,72
244840,85,48,60,69,61,66
261306,67,53,61,65,66,67
234894,67,60,67,70,66,69
248205,71,60,65,69,68,59
220045,76,63,63,73,38,47
194956,68,69,67,72,46,70
245900,50,29,49,53,67,80
230027,69,66,69,67,60,67
244667,74,69,65,69,39,68
213905,69,69,56,65,45,74
232849,79,55,62,64,62,77
248209,76,33,59,60,67,65
193425,58,68,63,64,70,79
237461,76,66,49,69,30,76
235925,68,64,73,72,35,70
234901,86,63,60,71,26,50
220821,70,28,52,63,69,76
206485,38,42,62,57,67,78
192660,70,68,53,61,28,85
247188,71,59,68,75,46,51
244884,82,62,61,71,49,56
232852,64,56,63,63,67,73
231828,41,25,49,49,69,77
227732,81,68,57,73,24,61
139668,66,67,62,67,52,70
241811,69,64,69,74,59,54
257170,69,22,38,43,71,73
223122,43,32,53,58,71,72
205243,35,33,42,42,68,82
241850,61,68,52,65,33,72
241073,81,39,57,66,64,63
189619,66,55,67,69,68,72
250805,58,43,54,62,68,71
209333,69,67,68,68,42,70
256692,68,56,67,66,64,73
183220,37,69,73,72,55,56
239028,86,72,64,73,36,66
233140,83,66,69,71,60,69
222900,72,65,65,74,48,65
183475,71,68,65,70,44,69
237754,57,23,49,42,70,78
244147,83,66,64,74,31,71
203699,65,72,63,66,26,70
262579,83,38,48,63,66,55
243378,67,69,64,68,27,68
232626,60,35,58,66,69,70
214194,76,40,59,58,62,74
241585,68,31,49,52,69,75
225206,86,62,63,70,59,73
243894,65,61,67,73,62,72
215735,85,68,61,82,35,45
227511,57,38,56,58,70,71
236474,85,63,65,69,42,65
233146,79,57,64,62,63,72
229818,67,35,52,51,69,74
218298,69,66,67,73,29,69
202170,56,42,58,57,67,80
186553,71,61,65,68,65,72
180409,38,59,57,58,72,77
240057,55,54,64,66,67,73
227513,88,50,59,63,61,73
213433,58,30,53,44,67,79
262585,79,59,64,68,35,59
233400,54,55,56,59,67,78
215480,78,64,64,70,32,61
244407,73,58,66,69,62,69
234679,63,39,62,68,70,66
228456,69,67,60,73,34,69
230713,74,60,65,69,69,77
220521,68,51,56,52,68,75
257784,75,57,66,67,60,61
235507,82,67,62,72,28,65
220915,74,69,56,67,37,65
230386,56,50,57,48,70,72
195313,46,31,50,48,70,75
218353,60,45,55,52,71,76
200433,66,70,62,65,40,75
199665,52,56,64,60,70,73
198641,65,69,48,64,26,75
238576,55,31,45,45,68,75
173040,72,68,68,71,36,60
258287,77,69,58,72,21,57
189167,50,61,64,65,68,72
238319,76,42,62,63,63,74
201967,86,58,63,74,44,53
152814,52,71,63,66,29,71
188397,54,70,69,70,41,73
252317,60,29,43,39,70,79
198046,69,56,65,65,66,78
202910,70,64,69,74,31,66
204276,45,73,56,63,35,75
248564,84,67,61,72,29,58
251380,69,36,58,65,69,73
216055,88,62,66,69,46,64
239608,70,35,56,63,67,79
228600,86,34,62,70,64,70
260599,67,50,67,66,62,65
247031,71,22,39,45,70,77
238839,68,66,69,70,58,70
235511,76,63,69,67,63,65
233975,69,71,46,73,24,70
223223,53,68,67,62,71,83
205559,84,66,60,70,34,72
188916,74,44,56,55,69,73
199159,61,63,69,67,61,74
252150,57,64,63,55,68,75
242166,80,63,62,69,35,64
239350,87,67,62,73,32,56
223734,52,41,47,48,69,76
244213,75,68,67,72,29,57
236533,65,69,45,65,27,71
231413,71,68,71,72,16,65
237214,56,32,50,47,67,79
176542,75,71,58,67,42,60
184990,79,59,61,70,61,70
183973,52,43,55,54,69,78
226468,61,69,48,66,24,60
