ID,ValueEUR,WageEUR,ReleaseClause,ContractUntil
199833,2800000,8000,4200000,2025
233113,6500000,20000,14100000,2026
186521,2900000,11000,4600000,2023
211098,4900000,37000,9700000,2024
222875,4500000,13000,7100000,2023
231835,5000000,20000,9400000,2024
229788,4000000,11000,6400000,2023
167933,825000,16000,1700000,2022
230370,4099999,32000,7800000,2024
187132,2900000,14000,4099999,2023
240938,4099999,12000,0,2022
217648,4099999,26000,7400000,2026
207920,3700000,23000,6300000,2023
205360,4300000,48000,7700000,2024
230191,2900000,24000,5200000,2024
221743,4500000,58000,0,2022
192557,3700000,34000,6300000,2023
189485,3500000,29000,6000000,2022
189484,3600000,36000,6100000,2022
220715,6500000,41000,11700000,2024
210475,3600000,21000,6500000,2024
220714,6000000,29000,11900000,2024
233265,6000000,19000,12500000,2024
218154,4099999,1000,9000000,2023
189225,2700000,7000,3400000,2023
197900,4099999,14000,6200000,2022
199692,2900000,35000,4900000,2021
192270,3600000,6000,4500000,2021
197136,3600000,1000,7900000,2023
203280,3600000,24000,7200000,2023
223248,4200000,16000,6300000,2022
195088,1400000,7000,1800000,2022
219409,0,0,0,
230449,4200000,35000,7600000,2024
257073,9000000,8000,19800000,2025
230417,4400000,16000,8400000,2024
230198,5000000,9000,9900000,2024
211005,3500000,31000,6000000,2022
203581,3700000,17000,8100000,2023
230972,5500000,9000,8100000,2025
180283,3300000,6000,4099999,2023
193338,4099999,17000,7400000,2024
193849,4000000,49000,0,2022
180281,1700000,7000,2600000,2022
236600,9000000,49000,18900000,2025
244791,4099999,16000,6200000,2024
230199,3700000,20000,7000000,2024
244789,5000000,1000,11400000,2023
204850,4900000,1000,11100000,2022
201269,3000000,20000,5400000,2025
244788,8500000,900,20400000,2022
238900,8500000,23000,17000000,2024
232244,6000000,28000,10700000,2024
225844,5500000,17000,10300000,2022
205364,3100000,35000,5900000,2023
216627,4300000,34000,8199999,2023
244274,4500000,10000,8400000,2024
222514,7000000,20000,14700000,2023
205362,3600000,39000,6100000,2025
221201,4400000,13000,7400000,2023
206098,4000000,41000,7100000,2022
190459,2200000,6000,2800000,2023
192546,3600000,23000,6800000,2023
237086,8000000,30000,16800000,2025
211999,4300000,24000,8100000,2025
186143,4000000,26000,7600000,2023
204320,3500000,14000,5300000,2023
226592,5500000,22000,12000000,2026
227873,5000000,21000,8900000,2023
195361,1300000,3000,1600000,2022
137506,1400000,13000,2500000,2022
210722,3400000,16000,5600000,2022
235042,2600000,21000,5200000,2023
183332,2000000,24000,3200000,2022
189725,3500000,43000,6700000,2022
198949,3700000,44000,6300000,2022
226085,4500000,21000,8900000,2024
230437,4099999,20000,7800000,2024
235813,6000000,26000,10700000,2025
243237,9000000,42000,16700000,2023
231207,8500000,12000,14500000,2023
235047,4500000,9000,6500000,2024
254247,8500000,42000,18700000,2024
191783,4200000,23000,8400000,2024
248872,6000000,36000,10700000,2024
200478,4099999,34000,7800000,2024
187421,2800000,15000,4800000,2022
235026,9000000,40000,16700000,2025
186392,3100000,39000,5900000,2023
212755,4700000,39000,7900000,2024
224019,5500000,18000,11400000,2023
210964,3900000,22000,6900000,2023
235029,6500000,34000,11700000,2024
207894,3000000,20000,5400000,2023
234774,3600000,14000,5400000,2022
188182,2000000,39000,3600000,2022
236311,5500000,26000,9800000,2024
206104,4200000,43000,8000000,2024
247832,6500000,22000,15000000,2024
186648,2900000,16000,0,2021
246045,10000000,13000,17000000,2023
255000,9500000,17000,20900000,2024
162329,825000,21000,1400000,2022
215322,4400000,21000,9600000,2025
225562,5000000,26000,0,2022
245275,6500000,38000,11500000,2026
186395,3100000,30000,5900000,2023
210972,4400000,30000,8700000,2024
219932,6500000,36000,11500000,2025
230173,475000,15000,903000,2024
238621,5500000,14000,10300000,2024
231485,8000000,60000,0,2022
237629,9500000,31000,0,2022
227647,6000000,28000,10700000,2023
246748,8000000,20000,18400000,2022
231640,6500000,23000,0,2022
226777,5000000,38000,9900000,2022
230361,4200000,11000,8000000,2024
251353,4200000,1000,9000000,2024
199386,4099999,11000,6200000,2023
234458,2000000,12000,3000000,2023
224987,3900000,12000,7300000,2022
245211,8000000,10000,12800000,2024
235996,4600000,16000,6900000,2023
244700,0,0,0,
186589,2700000,14000,4900000,2022
209620,4500000,66000,0,2022
253149,9000000,25000,17100000,2025
192991,4099999,63000,7800000,2022
193247,2800000,10000,4200000,2023
183520,3000000,15000,6300000,2022
201953,3100000,11000,4700000,2021
216033,475000,8000,713000,2022
238050,8500000,31000,15300000,2024
239842,5500000,47000,10300000,2026
204771,3000000,44000,5100000,2022
220131,4200000,50000,8400000,2023
204757,3100000,10000,5000000,2023
201939,3800000,27000,8000000,2022
233791,7000000,26000,12600000,2023
190156,3300000,850,7300000,2023
224251,4200000,16000,7900000,2023
189946,3100000,19000,6200000,2022
237560,6500000,37000,13700000,2023
230392,4099999,32000,7800000,2024
210423,5000000,8000,7600000,2021
216054,2900000,15000,4400000,2021
200438,4099999,15000,6400000,2021
189172,3500000,18000,7400000,2022
251892,8500000,8000,0,2022
230326,3500000,30000,6700000,2024
226765,2100000,17000,3200000,2022
184274,2700000,23000,5100000,2022
177358,3000000,24000,5700000,2023
138703,0,850,0,2021
222671,4200000,11000,5500000,2022
241103,9000000,43000,0,2022
198352,3500000,21000,6300000,2023
211408,5000000,35000,8900000,2024
190416,3000000,1000,6600000,2023
230353,4200000,27000,8000000,2024
218066,4300000,43000,0,2022
236498,6000000,35000,0,2022
237539,6000000,18000,8300000,2025
216036,2900000,12000,4400000,2022
225252,3600000,14000,6100000,2023
193091,2900000,14000,5200000,2023
243952,8000000,59000,18000000,2024
178160,1900000,21000,3800000,2022
236527,6000000,20000,0,2021
229359,2900000,21000,6100000,2022
224494,6000000,31000,12500000,2023
208622,4200000,28000,9200000,2024
203502,4200000,47000,8000000,2023
233965,6000000,17000,9500000,2024
230468,4700000,24000,8900000,2024
204612,4900000,12000,0,2021
215363,5000000,11000,0,2022
188388,3500000,27000,7000000,2022
215107,4600000,1000,10100000,2021
208451,4900000,28000,8500000,2024
204355,3500000,32000,6700000,2022
230978,6500000,25000,12200000,2024
227394,4300000,42000,6900000,2023
231745,6500000,16000,14100000,2024
230465,4099999,14000,7800000,2024
216385,3000000,1000,6600000,2022
205633,3300000,17000,6600000,2022
169792,3600000,33000,6800000,2022
203505,4099999,41000,7800000,2023
237297,4800000,25000,9000000,2024
242418,9000000,29000,18900000,2025
199667,3500000,29000,6000000,2023
199909,1400000,33000,2400000,2022
220901,4600000,27000,9500000,2023
234725,6500000,11000,0,2022
244197,4099999,11000,6600000,2024
184037,2900000,39000,5500000,2022
243686,5500000,12000,0,2022
240359,6000000,28000,0,2022
226536,4000000,17000,7100000,2025
162280,2000000,15000,0,2021
241130,6500000,24000,13500000,2024
215531,4200000,32000,8400000,2024
208620,3700000,17000,7800000,2025
246764,9000000,16000,15300000,2025
253932,4200000,12000,6900000,2024
230381,4099999,18000,7800000,2024
188938,475000,5000,760000,2023
223243,2700000,34000,4600000,2021
238068,6000000,31000,10700000,2025
220148,5000000,16000,7400000,2024
226035,4600000,8000,6900000,2022
225523,3800000,21000,8000000,2023
212406,4099999,8000,8900000,2022
231236,6000000,19000,12500000,2022
205495,4300000,28000,9500000,2023
188770,4099999,49000,7000000,2022
252935,9500000,33000,17100000,2024
236295,5500000,17000,10300000,2023
224263,4800000,46000,9500000,2022
232709,5500000,13000,0,2021
239872,3900000,13000,0,2022
239360,9000000,38000,18900000,2024
231524,6000000,8000,9200000,2022
231012,4099999,1000,9000000,2021
221540,2900000,12000,5800000,2022
230497,4200000,16000,8000000,2024
225646,3600000,1000,7900000,2026
230240,4200000,14000,8000000,2024
194911,725000,53000,1300000,2023
243551,5500000,13000,8700000,2022
240223,5000000,19000,10400000,2022
230239,4099999,27000,7800000,2024
207454,3500000,1000,7500000,2024
202078,3500000,8000,5300000,2021
188253,3500000,39000,6300000,2025
230237,3600000,12000,6800000,2024
207624,4800000,11000,8000000,2024
215048,2800000,900,6200000,2023
226568,9500000,41000,19000000,2025
239368,8000000,25000,15200000,2025
169324,1300000,16000,2000000,2022
223596,5500000,13000,8400000,2023
215148,3100000,13000,4700000,2023
230507,4200000,23000,8000000,2024
239978,9500000,26000,19000000,2025
190569,475000,4000,713000,2022
241769,475000,500,1000000,2022
219496,4200000,14000,0,2022
232294,4000000,14000,6000000,2022
223334,6000000,32000,11900000,2024
183141,2200000,12000,4600000,2022
241509,7000000,14000,11200000,2025
230245,2200000,28000,4000000,2024
170084,725000,22000,1400000,2023
230327,3500000,30000,6300000,2024
214026,3800000,17000,8000000,2024
234505,8500000,21000,12800000,2024
210697,4600000,36000,9500000,2024
208137,5000000,21000,10900000,2024
213597,4900000,19000,8700000,2022
236636,6000000,16000,13200000,2022
224348,2100000,10000,3200000,2022
214350,4099999,14000,6800000,2021
196942,2100000,21000,4400000,2022
234573,5500000,15000,8700000,2022
202061,3300000,1000,7300000,2023
236108,4099999,27000,7400000,2024
234827,8000000,32000,0,2022
253002,10500000,22000,24400000,2022
231242,6000000,44000,10700000,2022
192073,4000000,14000,8000000,2022
253257,9000000,25000,17100000,2024
247881,5000000,42000,8900000,2022
234569,9000000,8000,0,2022
230217,3700000,30000,7000000,2024
221001,4200000,6000,5300000,2023
205897,4700000,41000,9300000,2023
179783,2100000,9000,3400000,2025
179527,2100000,15000,4200000,2022
211269,4099999,50000,7000000,2022
243780,9500000,18000,22800000,2025
193738,3500000,17000,7000000,2024
206414,3500000,850,7400000,2023
215886,3400000,9000,4900000,2022
229723,5500000,37000,11400000,2023
226382,3500000,1000,7700000,2022
220763,5000000,16000,7400000,2022
235866,6500000,39000,0,2022
222041,6500000,19000,14100000,2026
241496,8500000,24000,17900000,2024
203864,4099999,15000,6000000,2022
192087,3600000,33000,5800000,2023
210007,3900000,15000,5800000,2024
230230,3500000,28000,6300000,2024
225878,4600000,8000,6700000,2022
183125,2700000,22000,5100000,2023
230229,3500000,30000,6700000,2024
203604,3500000,950,7700000,2022
230227,4400000,9000,8400000,2024
215123,2800000,10000,4200000,2022
251217,6500000,34000,13700000,2026
227153,3800000,13000,0,2022
226385,4600000,8000,6700000,2021
240976,6000000,40000,10700000,2023
231247,8000000,17000,0,2022
253293,9500000,1000,22800000,2021
241867,5500000,19000,12000000,2025
213884,5500000,30000,10900000,2024
255106,9000000,24000,18900000,2026
212591,4200000,8000,6600000,2021
211567,3800000,12000,7600000,2025
256632,9000000,18000,18900000,2025
228729,4000000,36000,7100000,2023
231545,4900000,8000,10700000,2024
200826,3600000,14000,6100000,2025
221306,4099999,8000,6200000,2021
235899,6000000,28000,10700000,2024
245371,10000000,10000,17000000,2023
238717,4000000,37000,8300000,2022
207998,3000000,53000,5700000,2022
221310,4200000,14000,6300000,2022
201343,2700000,12000,4200000,2021
161663,475000,2000,665000,2022
237183,5500000,16000,8700000,2023
192129,2100000,6000,2600000,2021
225410,4400000,39000,8700000,2023
225647,2100000,12000,3500000,2022
230255,3600000,12000,6800000,2024
172143,1700000,9000,2500000,2023
209523,4500000,1000,9900000,2024
237679,9500000,21000,20900000,2022
206198,4200000,22000,7900000,2022
215157,3500000,12000,5300000,2022
211061,4099999,14000,8199999,2022
164468,1100000,20000,2100000,2022
192371,1400000,14000,2100000,2021
224883,5000000,19000,10400000,2024
205427,4099999,25000,8199999,2023
223608,3500000,12000,5600000,2022
183666,475000,5000,760000,2023
215410,4900000,16000,10200000,2023
198513,3500000,9000,7300000,2024
231280,5000000,25000,11400000,2025
244591,9000000,17000,18900000,2024
178031,2000000,20000,4000000,2024
204152,3700000,24000,8100000,2022
230274,4099999,15000,7800000,2024
230529,4200000,12000,8000000,2024
216451,3600000,43000,6800000,2022
234686,6000000,21000,11900000,2025
219585,6000000,19000,14400000,2025
200641,3500000,950,7400000,2022
132740,475000,7000,594000,2023
233152,6000000,64000,0,2022
193470,3700000,21000,7400000,2023
186302,2600000,22000,4400000,2024
241854,9000000,9000,14400000,2025
235454,5500000,56000,10600000,2025
190653,4099999,39000,7000000,2022
225474,3800000,1000,8400000,2023
198077,4099999,24000,7000000,2022
184252,2700000,15000,4099999,2022
236988,8500000,56000,17900000,2022
220348,3800000,24000,8400000,2023
219835,2600000,1000,5700000,2022
214971,4500000,14000,6800000,2023
198331,4200000,34000,8000000,2022
165560,2100000,17000,3200000,2021
178625,2100000,11000,3400000,2022
237248,9500000,14000,18100000,2022
235970,6500000,14000,13500000,2025
239048,4500000,15000,9000000,2026
230021,5500000,17000,12000000,2024
227274,5000000,19000,8900000,2023
207562,4200000,27000,7600000,2023
253385,8500000,36000,16200000,2024
207555,4200000,41000,7900000,2023
227785,4200000,1000,9000000,2024
202697,4500000,39000,8900000,2022
231113,5500000,41000,9200000,2022
189127,3500000,35000,6700000,2022
213446,3800000,19000,6500000,2021
231108,6000000,12000,10200000,2024
230084,8500000,43000,16200000,2025
230339,3700000,12000,7000000,2024
150724,725000,32000,1300000,2024
255687,7500000,23000,14300000,2025
193512,2000000,700,4400000,2023
234986,4400000,28000,8400000,2022
226539,3200000,8000,4800000,2023
191210,2600000,19000,5200000,2023
246762,7000000,18000,11900000,2024
207593,3300000,15000,6800000,2024
223978,7000000,8000,0,2022
181481,350000,5000,508000,2023
228332,4000000,48000,7900000,2023
259816,7500000,31000,0,2022
247019,4400000,12000,9700000,2024
215069,2300000,11000,3600000,2022
236524,6500000,6000,9800000,2023
177644,525000,40000,0,2022
245228,7000000,19000,14000000,2025
216813,2100000,27000,3600000,2023
239342,3700000,8000,5800000,2024
241390,7000000,31000,13300000,2025
251886,4400000,10000,7500000,2023
191726,1500000,650,3200000,2021
188400,2600000,27000,5100000,2022
205553,2100000,23000,3600000,2022
212456,1400000,16000,2400000,2022
234728,4300000,19000,7600000,2024
216793,3000000,1000,6600000,2022
205288,1600000,8000,2600000,2022
229595,4800000,16000,9100000,2026
230366,3100000,19000,5900000,2024
241117,4000000,9000,6700000,2022
208861,1500000,15000,3000000,2023
237532,2800000,1000,6200000,2022
230364,3600000,17000,6800000,2024
222428,5500000,10000,9400000,2023
230107,4099999,28000,7700000,2025
227803,3200000,1000,7000000,2023
199912,3100000,14000,5000000,2023
199131,2600000,7000,3900000,2025
161754,1000000,12000,2100000,2023
167665,600000,9000,900000,2022
228312,3100000,8000,4700000,2021
221912,2900000,6000,3800000,2022
212183,2100000,9000,3400000,2022
201943,3100000,24000,6200000,2025
209888,3000000,5000,3800000,2022
251616,6500000,8000,14300000,2025
193504,2500000,34000,0,2022
212449,2100000,6000,3800000,2023
188135,2100000,12000,4200000,2022
222951,5000000,25000,10500000,2024
236518,4600000,21000,9500000,2022
229348,6000000,33000,12600000,2024
153060,550000,8000,825000,2021
192227,2500000,21000,5300000,2023
236515,6000000,7000,0,2022
225507,2700000,8000,3900000,2024
221923,3300000,9000,5500000,2023
201955,2800000,22000,5600000,2022
189410,2500000,11000,4000000,2023
215522,3300000,15000,5200000,2023
228321,4200000,21000,0,2022
157665,1000000,21000,1900000,2022
216289,3200000,10000,4800000,2023
206577,3000000,12000,4400000,2023
165531,1400000,15000,2400000,2022
214770,1900000,14000,2700000,2022
192930,3000000,8000,4500000,2023
246174,7000000,29000,17300000,2025
224415,3200000,19000,7000000,2023
235167,5500000,28000,12100000,2024
236703,6000000,20000,11400000,2025
191648,2000000,15000,3400000,2022
258208,6000000,750,13800000,2024
211361,3600000,40000,6400000,2024
216481,3500000,12000,6900000,2024
237985,4400000,18000,9700000,2026
259233,7000000,17000,13300000,2026
214434,3100000,14000,4700000,2021
232610,3300000,20000,5900000,2024
251810,7500000,31000,14300000,2025
211107,3100000,10000,5200000,2024
225182,3600000,2000,5100000,2022
223139,3700000,15000,7700000,2022
225699,3800000,9000,6400000,2023
182179,1000000,13000,1800000,2022
214692,3000000,25000,5000000,2023
214948,3300000,12000,5500000,2024
152996,1000000,7000,1300000,2022
201893,2900000,11000,4600000,2022
190885,2600000,25000,4900000,2023
213414,3200000,36000,6300000,2025
236454,4300000,15000,8900000,2023
197031,3300000,12000,5300000,2025
211879,3500000,22000,6600000,2022
224423,3700000,13000,5800000,2024
236190,2900000,12000,5500000,2024
241821,6000000,15000,13200000,2023
172018,800000,9000,1100000,2021
212888,3200000,31000,5400000,2022
236690,2500000,17000,3800000,2023
236947,6500000,25000,12400000,2023
237715,4700000,51000,0,2022
246419,6500000,10000,11100000,2024
183187,2400000,13000,3600000,2023
190868,2100000,700,4600000,2023
199829,2100000,20000,4400000,2022
212886,3600000,25000,0,2022
190870,1000000,16000,1700000,2022
200855,2800000,22000,5300000,2024
246423,7000000,11000,11900000,2023
192663,1900000,22000,3400000,2022
201368,3000000,29000,6000000,2023
214680,2600000,12000,5400000,2024
219293,3600000,30000,6900000,2023
229528,5500000,750,12700000,2025
200601,2500000,10000,3300000,2022
224921,4300000,14000,0,2022
187033,2500000,25000,4800000,2022
176794,1400000,8000,1800000,2022
247450,4600000,12000,6800000,2024
192922,1500000,26000,2600000,2022
227227,3300000,8000,5400000,2022
236246,6000000,20000,12600000,2024
169115,800000,9000,1400000,2022
264348,4000000,1000,8900000,2025
201884,0,0,0,
225948,3600000,700,8199999,2024
244950,3100000,12000,4900000,2023
221909,3800000,650,9100000,2023
230358,3100000,11000,5900000,2024
257889,4200000,600,0,2022
229221,3700000,38000,6600000,2022
218981,2800000,16000,5900000,2022
210021,3800000,8000,6000000,2025
205157,3100000,19000,7100000,2023
192612,1500000,13000,2700000,2022
256612,7000000,9000,15400000,2025
227939,3300000,12000,5100000,2021
215651,3300000,13000,6200000,2023
239970,6500000,26000,12400000,2023
230242,3000000,30000,5700000,2024
253537,6000000,850,14400000,2025
235888,4400000,15000,9100000,2023
231777,7000000,20000,15400000,2022
214369,2400000,2000,3200000,2022
230432,3400000,30000,6500000,2024
213536,3000000,6000,4600000,2022
245535,3400000,19000,7100000,2023
230175,2100000,21000,3800000,2024
208159,3400000,19000,5100000,2024
245278,6500000,7000,0,2022
240926,4400000,52000,9000000,2025
229406,3200000,13000,6400000,2026
232805,3500000,20000,5500000,2024
233061,4400000,17000,9100000,2022
205670,3000000,33000,5700000,2024
211302,2600000,16000,4700000,2023
178287,2400000,39000,4300000,2022
242287,6000000,10000,10200000,2024
241775,2800000,10000,4700000,2024
247150,6500000,11000,10400000,2024
236142,3000000,23000,5400000,2024
230254,3100000,20000,5900000,2024
226414,3800000,20000,7900000,2023
220782,3800000,11000,6000000,2023
251756,7000000,16000,16800000,2026
167532,1600000,40000,2700000,2022
213868,3300000,19000,6800000,2023
237419,2400000,6000,4000000,2023
211818,3200000,24000,5800000,2024
194665,2000000,20000,3400000,2022
234857,6000000,29000,10800000,2023
223593,3100000,20000,0,2022
182888,2100000,24000,3600000,2022
179560,2400000,14000,3600000,2022
240744,4900000,14000,0,2021
224103,6000000,28000,10800000,2026
230246,1600000,26000,3000000,2024
257821,4600000,26000,7900000,2024
183581,1500000,32000,2600000,2021
216605,2800000,22000,6200000,2022
247827,7000000,22000,14700000,2026
200469,2900000,28000,5800000,2022
156437,350000,13000,595000,2022
231445,7000000,31000,15400000,2024
135190,1200000,11000,1700000,2022
236822,6500000,21000,13700000,2026
248854,4000000,17000,8300000,2025
200984,2500000,13000,5300000,2022
213272,3600000,8000,5700000,2023
230424,2600000,20000,4900000,2024
213017,3600000,57000,0,2022
224537,2500000,20000,4099999,2022
242969,3800000,7000,6300000,2022
243993,1500000,10000,2400000,2023
197402,2400000,30000,4099999,2024
224538,4000000,8000,8700000,2024
230170,2100000,11000,4000000,2024
235290,4000000,22000,7100000,2022
237595,4200000,9000,7000000,2023
205340,2100000,16000,3500000,2022
228124,2500000,12000,3900000,2021
228892,3000000,46000,5100000,2023
212244,3300000,20000,5900000,2024
222227,6500000,5000,9400000,2021
230408,3000000,22000,5700000,2024
241937,5500000,8000,0,2022
238856,3500000,7000,7600000,2023
241928,7000000,40000,14700000,2026
243976,3500000,15000,8000000,2023
209673,2600000,17000,3900000,2023
210441,3000000,950,0,2022
222729,3600000,11000,5000000,2024
223241,2600000,12000,3900000,2022
258826,7000000,3000,11200000,2025
222475,4400000,15000,7800000,2023
230411,3000000,15000,5700000,2024
167435,525000,11000,893000,2023
247819,6500000,14000,13000000,2023
220172,3900000,9000,6500000,2024
231436,7000000,32000,14700000,2025
236556,6500000,15000,0,2022
161805,600000,9000,1100000,2022
193549,2500000,12000,4800000,2023
200463,350000,4000,525000,2022
208144,3100000,22000,5300000,2022
205073,2500000,22000,4099999,2022
221969,3000000,10000,4200000,2023
207984,3600000,35000,6000000,2022
184176,3000000,21000,4500000,2024
237525,3900000,8000,6600000,2025
233670,2600000,6000,3300000,2022
244426,7000000,750,16800000,2024
214986,2100000,11000,3600000,2026
194761,2900000,11000,4600000,2023
183497,350000,13000,665000,2023
237000,6500000,10000,15000000,2025
230344,2700000,14000,5100000,2024
251847,3500000,20000,4800000,2026
245703,6500000,21000,11700000,2024
230855,2800000,18000,4500000,2023
218311,3000000,17000,6000000,2024
232646,6000000,6000,10200000,2023
186992,2100000,31000,3400000,2021
210374,3000000,36000,4800000,2025
191173,1400000,8000,2100000,2022
239045,3300000,40000,6600000,2024
235973,0,0,0,
228805,2500000,20000,5500000,2024
182212,1900000,24000,3400000,2023
244675,7000000,17000,16100000,2024
262595,3200000,30000,5400000,2025
230850,2700000,13000,4099999,2023
204738,2900000,34000,4900000,2025
190666,2500000,20000,4500000,2022
198348,2900000,7000,5200000,2023
187084,1900000,14000,3800000,2022
204493,3100000,12000,4500000,2023
226517,3200000,13000,6400000,2022
235036,5500000,16000,12100000,2024
263893,2900000,18000,4800000,2023
169426,1100000,15000,2300000,2022
214226,2900000,12000,4400000,2022
209618,2600000,15000,5200000,2024
242641,6500000,35000,13700000,2026
229585,0,0,0,
204497,3200000,20000,5800000,2022
206544,2900000,18000,4400000,2022
204240,2000000,4000,3600000,2024
188879,2100000,24000,3600000,2022
229071,3000000,22000,5400000,2024
228815,6000000,47000,12600000,2024
224718,3600000,37000,7500000,2023
198350,2800000,21000,5500000,2022
243661,3700000,19000,5800000,2024
234701,4800000,750,11000000,2023
224461,3200000,44000,5400000,2021
150477,350000,16000,665000,2022
215245,3600000,8000,5700000,2023
240064,3800000,1000,8300000,2024
239808,4000000,750,9100000,2023
235456,6500000,17000,14300000,2023
216067,2200000,29000,4000000,2023
230147,3700000,9000,8000000,2024
180739,350000,9000,700000,2023
220932,1600000,700,3500000,2023
229636,3800000,25000,6700000,2024
253444,6500000,33000,0,2022
220165,3600000,39000,0,2022
231685,4300000,16000,0,2022
235781,4400000,13000,10600000,2023
241925,4800000,19000,9600000,2025
247045,3000000,1000,6600000,2022
230918,5500000,43000,11300000,2023
233478,3500000,35000,6900000,2023
235526,6000000,23000,11400000,2023
188166,2900000,37000,5500000,2024
189446,2500000,30000,4800000,2023
241159,6000000,26000,12600000,2026
216072,2200000,14000,4000000,2022
157960,1200000,9000,2400000,2022
229128,3200000,950,7000000,2023
214129,3100000,18000,5500000,2024
201073,2900000,16000,5800000,2024
225539,4700000,27000,9300000,2022
195586,2500000,22000,4500000,2022
146111,950000,8000,1500000,2022
193794,6000000,20000,13800000,2023
189303,3000000,1000,6600000,2023
205943,2100000,23000,3600000,2023
234870,2500000,13000,5000000,2022
205942,1500000,9000,3000000,2022
207733,3200000,18000,5300000,2025
234100,3800000,6000,6200000,2023
216692,350000,6000,525000,2022
213620,3300000,8000,5000000,2022
243315,4900000,21000,11300000,2025
230259,3000000,20000,5700000,2024
238194,7000000,71000,0,2022
217714,3600000,8000,5700000,2021
210802,3200000,18000,6000000,2022
252017,6000000,16000,12600000,2025
233585,7000000,6000,16100000,2022
233984,3100000,8000,5900000,2024
212225,2900000,16000,6300000,2023
215553,2600000,14000,4000000,2021
233218,2900000,1000,6400000,2024
235522,4400000,20000,10000000,2023
242434,7500000,49000,15400000,2025
241856,6500000,19000,0,2022
263288,3100000,1000,6800000,2024
239744,7000000,35000,13000000,2024
216464,4000000,28000,7900000,2024
221584,2800000,10000,3700000,2022
199313,2200000,17000,4400000,2023
177553,925000,750,2000000,2022
229010,4600000,12000,7200000,2023
239356,5500000,16000,12100000,2026
251132,2700000,1000,5900000,2025
228349,3700000,29000,6600000,2024
230397,550000,15000,1000000,2024
212478,3000000,9000,4500000,2021
193336,1600000,24000,2900000,2023
199737,2900000,13000,5800000,2023
210489,4000000,22000,7500000,2022
240953,4200000,11000,6600000,2022
243001,4800000,35000,10600000,2026
204346,3600000,11000,6000000,2023
198715,2500000,11000,4000000,2022
220475,4000000,25000,0,2022
177723,1000000,31000,1900000,2022
207676,3000000,12000,4700000,2025
173857,350000,6000,525000,2022
235663,4800000,35000,0,2022
198200,2500000,14000,5000000,2023
235407,6000000,19000,12000000,2023
218936,3700000,9000,8000000,2022
230456,1900000,31000,3600000,2024
190520,2100000,20000,3600000,2023
176009,1900000,18000,2900000,2023
243593,6000000,14000,13200000,2024
208522,3100000,31000,5200000,2022
230282,1500000,26000,2900000,2024
234122,3400000,7000,5400000,2021
235658,6500000,32000,14300000,2026
206219,2800000,21000,5900000,2023
209547,2100000,20000,4400000,2024
219787,2100000,18000,3600000,2023
210828,3300000,16000,5200000,2026
238988,3900000,21000,6100000,2022
245132,6500000,650,15600000,2025
205965,2700000,750,5900000,2025
187533,0,0,0,
230286,2600000,27000,4700000,2024
182670,1500000,26000,3000000,2024
190780,1500000,6000,2300000,2024
226877,3600000,9000,7800000,2024
241981,3200000,10000,6600000,2025
230462,3400000,15000,6500000,2024
201285,2600000,5000,4200000,2025
231493,0,0,0,
181573,1900000,9000,2900000,2021
184133,1900000,12000,3800000,2022
213063,4000000,20000,8700000,2023
199559,3000000,28000,5400000,2024
206152,1400000,11000,2000000,2021
215368,3000000,12000,4800000,2024
232008,4500000,20000,10400000,2023
224841,3800000,14000,5200000,2025
167753,1900000,14000,3700000,2022
226378,2600000,8000,3900000,2022
206411,2500000,850,5500000,2025
224075,2100000,1000,4600000,2023
237131,4300000,17000,8199999,2022
182859,600000,700,1300000,2021
202316,2500000,22000,4300000,2025
213581,2500000,11000,4300000,2023
228173,3000000,21000,4700000,2022
198213,2600000,12000,3400000,2022
190276,2000000,8000,3100000,2022
240452,4000000,14000,7500000,2024
208449,2900000,15000,6000000,2024
240190,4000000,1000,8700000,2024
190782,2000000,6000,4200000,2023
204863,3100000,20000,5900000,2023
205119,2700000,950,5800000,2024
215871,3200000,10000,4800000,2024
228415,3700000,12000,0,2021
177983,1000000,11000,1500000,2022
215616,3300000,25000,6900000,2022
223297,2800000,11000,0,2022
238660,3200000,32000,6300000,2024
230209,2500000,11000,4800000,2024
226370,6000000,11000,13200000,2024
237122,3700000,11000,5800000,2022
248386,7000000,6000,0,2022
231235,3900000,12000,7300000,2026
234819,3600000,14000,6200000,2022
177475,1000000,16000,1700000,2023
229188,6000000,9000,10200000,2025
208440,2000000,12000,3100000,2023
194359,1100000,9000,1400000,2023
255565,4600000,40000,0,2022
173178,350000,10000,770000,2022
218746,4000000,16000,9100000,2023
215930,3600000,31000,6000000,2025
186745,1000000,11000,1500000,2021
177273,1500000,40000,2600000,2023
209529,3600000,1000,8199999,2023
171896,1000000,31000,1600000,2022
192647,2500000,7000,4500000,2023
214408,3200000,24000,5700000,2022
256136,7000000,850,16800000,2023
240265,4000000,1000,9100000,2023
214462,3800000,11000,9100000,2022
251681,3500000,9000,7600000,2022
203042,2400000,31000,4700000,2023
207650,3300000,28000,6500000,2023
232226,1000000,650,2200000,2023
245538,4000000,43000,7500000,2025
186146,3000000,45000,5700000,2022
229667,2500000,16000,5300000,2022
230435,3200000,9000,6100000,2024
227706,4099999,750,8900000,2023
210556,3300000,25000,6300000,2023
241463,4000000,23000,8700000,2023
222844,3400000,13000,6400000,2024
206469,4000000,23000,6300000,2022
